"Period,Period Label,CommodityProduct,CommodityProduct Label,""Growth rate, year-on-year"",""Growth rate, year-on-year Footnote"",Growth rate (over previous period),Growth rate (over previous period) Footnote,Index Base 2015,Index Base 2015 Footnote"
"2001M03,""Mar. 2001"",IN0001.03,""Tropical beverages"",-25.26334,,-2.41792,,43.99,"
"2001M03,""Mar. 2001"",IN0001.04,""Vegetable oilseeds and oils "",-15.91994,,0.08743,,45.79,"
"2001M03,""Mar. 2001"",IN0001.05,""Tropical beverages and food "",-2.11962,,-2.00691,,59.57,"
"2001M03,""Mar. 2001"",IN0001.06,""Agricultural raw materials"",-5.37154,,-3.12546,,65.71,"
"2001M03,""Mar. 2001"",IN0001.07,""Minerals, ores and metals"",-3.91138,,-1.43098,,35.13,"
"2001M03,""Mar. 2001"",IN0001.08,""Minerals, ores and non-precious metals "",-2.23295,,-2.15422,,48.6,"
"2001M03,""Mar. 2001"",IN0001.09,""Precious metals "",-6.41956,,-0.2444,,24.49,"
"2001M03,""Mar. 2001"",IN0001.10,""Fuels "",11.2912,,-7.14177,,61.11,"
"2001M03,""Mar. 2001"",IN0001.20,""All groups"",5.60568,,-5.51357,,55.01,"
"2001M03,""Mar. 2001"",IN0001.22,""All groups excl. fuels"",-5.00947,,-1.69898,,45.13,"
"2001M03,""Mar. 2001"",IN0001.23,""All groups excl. precious metals"",6.37034,,-5.78578,,59.11,"
"2001M03,""Mar. 2001"",IN0001.24,""All groups excl. precious metals and fuels "",-4.70938,,-1.98091,,54.43,"
"2001M04,""Apr. 2001"",IN0001.01,""All food "",-9.45357,,-2.49097,,54.02,"
"2001M04,""Apr. 2001"",IN0001.02,""Food "",1.91816,,-1.40714,,63.76,"
"2001M04,""Apr. 2001"",IN0001.03,""Tropical beverages"",-26.68674,,-5.8877,,41.4,"
"2001M04,""Apr. 2001"",IN0001.04,""Vegetable oilseeds and oils "",-21.61588,,-3.38502,,44.24,"
"2001M04,""Apr. 2001"",IN0001.05,""Tropical beverages and food "",-4.60203,,-2.21588,,58.25,"
"2001M04,""Apr. 2001"",IN0001.06,""Agricultural raw materials"",-6.03931,,-0.31959,,65.5,"
"2001M04,""Apr. 2001"",IN0001.07,""Minerals, ores and metals"",-2.35889,,-1.02477,,34.77,"
"2001M04,""Apr. 2001"",IN0001.08,""Minerals, ores and non-precious metals "",-0.27027,,-1.2963,,47.97,"
"2001M04,""Apr. 2001"",IN0001.09,""Precious metals "",-5.47573,,-0.61249,,24.34,"
"2001M04,""Apr. 2001"",IN0001.10,""Fuels "",24.6704,,2.12731,,62.41,"
"2001M04,""Apr. 2001"",IN0001.20,""All groups"",13.39049,,0.98164,,55.55,"
"2001M04,""Apr. 2001"",IN0001.22,""All groups excl. fuels"",-6.00804,,-1.55107,,44.43,"
"2001M04,""Apr. 2001"",IN0001.23,""All groups excl. precious metals"",14.63929,,1.08273,,59.75,"
"2001M04,""Apr. 2001"",IN0001.24,""All groups excl. precious metals and fuels "",-6.10955,,-1.74536,,53.48,"
"2001M05,""May  2001"",IN0001.01,""All food "",-8.03482,,1.70307,,54.94,"
"2001M05,""May  2001"",IN0001.02,""Food "",2.84242,,3.27792,,65.85,"
"2001M05,""May  2001"",IN0001.03,""Tropical beverages"",-24.19068,,2.94686,,42.62,"
"2001M05,""May  2001"",IN0001.04,""Vegetable oilseeds and oils "",-20.80339,,-2.8481,,42.98,"
"2001M05,""May  2001"",IN0001.05,""Tropical beverages and food "",-3.20399,,3.2103,,60.12,"
"2001M05,""May  2001"",IN0001.06,""Agricultural raw materials"",-4.85635,,-0.39695,,65.24,"
"2001M05,""May  2001"",IN0001.07,""Minerals, ores and metals"",-1.51892,,2.55968,,35.66,"
"2001M05,""May  2001"",IN0001.08,""Minerals, ores and non-precious metals "",-2.06952,,1.60517,,48.74,"
"2001M05,""May  2001"",IN0001.09,""Precious metals "",-0.66693,,4.02629,,25.32,"
"2001M05,""May  2001"",IN0001.10,""Fuels "",7.90021,,-0.2083,,62.28,"
"2001M05,""May  2001"",IN0001.20,""All groups"",3.60394,,0.39604,,55.77,"
"2001M05,""May  2001"",IN0001.22,""All groups excl. fuels"",-4.82004,,1.77808,,45.22,"
"2001M05,""May  2001"",IN0001.23,""All groups excl. precious metals"",3.85149,,0.1841,,59.86,"
"2001M05,""May  2001"",IN0001.24,""All groups excl. precious metals and fuels "",-5.65906,,1.3089,,54.18,"
"2001M06,""June 2001"",IN0001.01,""All food "",-8.49395,,-2.34802,,53.65,"
"2001M06,""June 2001"",IN0001.02,""Food "",-1.8801,,-3.31055,,63.67,"
"2001M06,""June 2001"",IN0001.03,""Tropical beverages"",-25.58183,,-6.96856,,39.65,"
"2001M06,""June 2001"",IN0001.04,""Vegetable oilseeds and oils "",-13.01694,,2.76873,,44.17,"
"2001M06,""June 2001"",IN0001.05,""Tropical beverages and food "",-6.89989,,-3.94212,,57.75,"
"2001M06,""June 2001"",IN0001.06,""Agricultural raw materials"",-4.98373,,-1.51747,,64.25,"
"2001M06,""June 2001"",IN0001.07,""Minerals, ores and metals"",-3.85569,,-2.1032,,34.91,"
"2001M06,""June 2001"",IN0001.08,""Minerals, ores and non-precious metals "",-2.80565,,-2.62618,,47.46,"
"2001M06,""June 2001"",IN0001.09,""Precious metals "",-5.37472,,-1.26382,,25,"
"2001M06,""June 2001"",IN0001.10,""Fuels "",-5.0387,,-3.46821,,60.12,"
"2001M06,""June 2001"",IN0001.20,""All groups"",-5.33964,,-3.04823,,54.07,"
"2001M06,""June 2001"",IN0001.22,""All groups excl. fuels"",-6.02972,,-2.12295,,44.26,"
"2001M06,""June 2001"",IN0001.23,""All groups excl. precious metals"",-5.33878,,-3.14066,,57.98,"
"2001M06,""June 2001"",IN0001.24,""All groups excl. precious metals and fuels "",-6.16912,,-2.30712,,52.93,"
"2001M07,""Jul. 2001"",IN0001.01,""All food "",-2.92766,,6.30009,,57.03,"
"2001M07,""Jul. 2001"",IN0001.02,""Food "",-0.13577,,3.97361,,66.2,"
"2001M07,""Jul. 2001"",IN0001.03,""Tropical beverages"",-29.31996,,-4.06053,,38.04,"
"2001M07,""Jul. 2001"",IN0001.04,""Vegetable oilseeds and oils "",7.14581,,17.45529,,51.88,"
"2001M07,""Jul. 2001"",IN0001.05,""Tropical beverages and food "",-6.26384,,2.61472,,59.26,"
"2001M07,""Jul. 2001"",IN0001.06,""Agricultural raw materials"",-7.37766,,-3.08171,,62.27,"
"2001M07,""Jul. 2001"",IN0001.07,""Minerals, ores and metals"",-6.91358,,-2.80722,,33.93,"
"2001M07,""Jul. 2001"",IN0001.08,""Minerals, ores and non-precious metals "",-7.50908,,-3.45554,,45.82,"
"2001M07,""Jul. 2001"",IN0001.09,""Precious metals "",-5.97701,,-1.84,,24.54,"
"2001M07,""Jul. 2001"",IN0001.10,""Fuels "",-12.40361,,-11.19428,,53.39,"
"2001M07,""Jul. 2001"",IN0001.20,""All groups"",-10.10772,,-7.39782,,50.07,"
"2001M07,""Jul. 2001"",IN0001.22,""All groups excl. fuels"",-5.23638,,0.99413,,44.7,"
"2001M07,""Jul. 2001"",IN0001.23,""All groups excl. precious metals"",-10.3402,,-7.7268,,53.5,"
"2001M07,""Jul. 2001"",IN0001.24,""All groups excl. precious metals and fuels "",-5.08295,,1.60589,,53.78,"
"2001M08,""Aug. 2001"",IN0001.01,""All food "",-2.92388,,-1.61319,,56.11,"
"2001M08,""Aug. 2001"",IN0001.02,""Food "",-4.14273,,-4.22961,,63.4,"
"2001M08,""Aug. 2001"",IN0001.03,""Tropical beverages"",-22.25147,,0.94637,,38.4,"
"2001M08,""Aug. 2001"",IN0001.04,""Vegetable oilseeds and oils "",11.33763,,3.16114,,53.52,"
"2001M08,""Aug. 2001"",IN0001.05,""Tropical beverages and food "",-7.69231,,-3.40871,,57.24,"
"2001M08,""Aug. 2001"",IN0001.06,""Agricultural raw materials"",-9.71296,,0.01606,,62.28,"
"2001M08,""Aug. 2001"",IN0001.07,""Minerals, ores and metals"",-8.06496,,-1.56204,,33.4,"
"2001M08,""Aug. 2001"",IN0001.08,""Minerals, ores and non-precious metals "",-10.69712,,-2.70624,,44.58,"
"2001M08,""Aug. 2001"",IN0001.09,""Precious metals "",-4.02501,,0.0815,,24.56,"
"2001M08,""Aug. 2001"",IN0001.10,""Fuels "",-14.82872,,1.98539,,54.45,"
"2001M08,""Aug. 2001"",IN0001.20,""All groups"",-12.11488,,0.83883,,50.49,"
"2001M08,""Aug. 2001"",IN0001.22,""All groups excl. fuels"",-6.09288,,-1.38702,,44.08,"
"2001M08,""Aug. 2001"",IN0001.23,""All groups excl. precious metals"",-12.55467,,0.8972,,53.98,"
"2001M08,""Aug. 2001"",IN0001.24,""All groups excl. precious metals and fuels "",-6.52405,,-1.69208,,52.87,"
"2001M09,""Sep. 2001"",IN0001.01,""All food "",-6.22479,,-4.68722,,53.48,"
"2001M09,""Sep. 2001"",IN0001.02,""Food "",-4.59144,,-3.3123,,61.3,"
"2001M09,""Sep. 2001"",IN0001.03,""Tropical beverages"",-26.45749,,-5.39063,,36.33,"
"2001M09,""Sep. 2001"",IN0001.04,""Vegetable oilseeds and oils "",1.61786,,-7.287,,49.62,"
"2001M09,""Sep. 2001"",IN0001.05,""Tropical beverages and food "",-8.99488,,-3.66876,,55.14,"
"2001M09,""Sep. 2001"",IN0001.06,""Agricultural raw materials"",-11.66235,,-1.3648,,61.43,"
"2001M09,""Sep. 2001"",IN0001.07,""Minerals, ores and metals"",-10.54322,,0.08982,,33.43,"
"2001M09,""Sep. 2001"",IN0001.08,""Minerals, ores and non-precious metals "",-16.89306,,-2.5572,,43.44,"
"2001M09,""Sep. 2001"",IN0001.09,""Precious metals "",-0.3125,,3.90879,,25.52,"
"2001M09,""Sep. 2001"",IN0001.10,""Fuels "",-27.03278,,-5.56474,,51.42,"
"2001M09,""Sep. 2001"",IN0001.20,""All groups"",-21.72291,,-4.43652,,48.25,"
"2001M09,""Sep. 2001"",IN0001.22,""All groups excl. fuels"",-8.89875,,-2.22323,,43.1,"
"2001M09,""Sep. 2001"",IN0001.23,""All groups excl. precious metals"",-22.83394,,-4.9648,,51.3,"
"2001M09,""Sep. 2001"",IN0001.24,""All groups excl. precious metals and fuels "",-10.63233,,-3.49915,,51.02,"
"2001M10,""Oct. 2001"",IN0001.01,""All food "",-11.64179,,-5.90875,,50.32,"
"2001M10,""Oct. 2001"",IN0001.02,""Food "",-11.64143,,-5.77488,,57.76,"
"2001M10,""Oct. 2001"",IN0001.03,""Tropical beverages"",-27.85538,,-3.33058,,35.12,"
"2001M10,""Oct. 2001"",IN0001.04,""Vegetable oilseeds and oils "",-2.04299,,-7.23499,,46.03,"
"2001M10,""Oct. 2001"",IN0001.05,""Tropical beverages and food "",-14.82207,,-5.36815,,52.18,"
"2001M10,""Oct. 2001"",IN0001.06,""Agricultural raw materials"",-13.55858,,-2.96272,,59.61,"
"2001M10,""Oct. 2001"",IN0001.07,""Minerals, ores and metals"",-8.89994,,-1.40592,,32.96,"
"2001M10,""Oct. 2001"",IN0001.08,""Minerals, ores and non-precious metals "",-14.99101,,-2.09484,,42.53,"
"2001M10,""Oct. 2001"",IN0001.09,""Precious metals "",0.63417,,-0.5094,,25.39,"
"2001M10,""Oct. 2001"",IN0001.10,""Fuels "",-35.50974,,-12.40762,,45.04,"
"2001M10,""Oct. 2001"",IN0001.20,""All groups"",-28.28084,,-9.3886,,43.72,"
"2001M10,""Oct. 2001"",IN0001.22,""All groups excl. fuels"",-10.73653,,-3.54988,,41.57,"
"2001M10,""Oct. 2001"",IN0001.23,""All groups excl. precious metals"",-29.77494,,-9.98051,,46.18,"
"2001M10,""Oct. 2001"",IN0001.24,""All groups excl. precious metals and fuels "",-13.03187,,-4.25323,,48.85,"
"2001M11,""Nov. 2001"",IN0001.01,""All food "",-6.91433,,4.07393,,52.37,"
"2001M11,""Nov. 2001"",IN0001.02,""Food "",-7.39245,,3.23753,,59.63,"
"2001M11,""Nov. 2001"",IN0001.03,""Tropical beverages"",-18.83369,,7.00456,,37.58,"
"2001M11,""Nov. 2001"",IN0001.04,""Vegetable oilseeds and oils "",0.75345,,4.58397,,48.14,"
"2001M11,""Nov. 2001"",IN0001.05,""Tropical beverages and food "",-9.57624,,3.87122,,54.2,"
"2001M11,""Nov. 2001"",IN0001.06,""Agricultural raw materials"",-13.67261,,-0.11743,,59.54,"
"2001M11,""Nov. 2001"",IN0001.07,""Minerals, ores and metals"",-6.97805,,0.3034,,33.06,"
"2001M11,""Nov. 2001"",IN0001.08,""Minerals, ores and non-precious metals "",-10.98183,,2.53938,,43.61,"
"2001M11,""Nov. 2001"",IN0001.09,""Precious metals "",-0.76275,,-2.63883,,24.72,"
"2001M11,""Nov. 2001"",IN0001.10,""Fuels "",-42.43963,,-6.86057,,41.95,"
"2001M11,""Nov. 2001"",IN0001.20,""All groups"",-32.78505,,-3.72827,,42.09,"
"2001M11,""Nov. 2001"",IN0001.22,""All groups excl. fuels"",-7.91821,,1.82824,,42.33,"
"2001M11,""Nov. 2001"",IN0001.23,""All groups excl. precious metals"",-34.36254,,-3.78952,,44.43,"
"2001M11,""Nov. 2001"",IN0001.24,""All groups excl. precious metals and fuels "",-9.37613,,2.88639,,50.26,"
"2001M12,""Dec. 2001"",IN0001.01,""All food "",-7.16928,,0.63013,,52.7,"
"2001M12,""Dec. 2001"",IN0001.02,""Food "",-8.66697,,-0.15093,,59.54,"
"2001M12,""Dec. 2001"",IN0001.03,""Tropical beverages"",-13.12342,,0.58542,,37.8,"
"2001M12,""Dec. 2001"",IN0001.04,""Vegetable oilseeds and oils "",-0.80515,,2.36809,,49.28,"
"2001M12,""Dec. 2001"",IN0001.05,""Tropical beverages and food "",-9.47368,,-0.0369,,54.18,"
"2001M12,""Dec. 2001"",IN0001.06,""Agricultural raw materials"",-14.53413,,-0.94054,,58.98,"
"2001M12,""Dec. 2001"",IN0001.07,""Minerals, ores and metals"",-7.53463,,0.96794,,33.38,"
"2001M12,""Dec. 2001"",IN0001.08,""Minerals, ores and non-precious metals "",-11.35037,,1.00894,,44.05,"
"2001M12,""Dec. 2001"",IN0001.09,""Precious metals "",-1.65615,,0.88997,,24.94,"
"2001M12,""Dec. 2001"",IN0001.10,""Fuels "",-42.54705,,-0.30989,,41.82,"
"2001M12,""Dec. 2001"",IN0001.20,""All groups"",-32.89243,,0.04752,,42.11,"
"2001M12,""Dec. 2001"",IN0001.22,""All groups excl. fuels"",-8.39251,,0.56697,,42.57,"
"2001M12,""Dec. 2001"",IN0001.23,""All groups excl. precious metals"",-34.46953,,-0.04501,,44.41,"
"2001M12,""Dec. 2001"",IN0001.24,""All groups excl. precious metals and fuels "",-9.77309,,0.47752,,50.5,"
"2002M01,""Jan. 2002"",IN0001.01,""All food "",-6.76219,,1.25237,,53.36,"
"2002M01,""Jan. 2002"",IN0001.02,""Food "",-9.51953,,1.52838,,60.45,"
"2002M01,""Jan. 2002"",IN0001.03,""Tropical beverages"",-12.82167,,2.16931,,38.62,"
"2002M01,""Jan. 2002"",IN0001.04,""Vegetable oilseeds and oils "",3.06697,,0.24351,,49.4,"
"2002M01,""Jan. 2002"",IN0001.05,""Tropical beverages and food "",-10.10447,,1.64267,,55.07,"
"2002M01,""Jan. 2002"",IN0001.06,""Agricultural raw materials"",-12.4283,,0.94947,,59.54,"
"2002M01,""Jan. 2002"",IN0001.07,""Minerals, ores and metals"",-5.33482,,2.06711,,34.07,"
"2002M01,""Jan. 2002"",IN0001.08,""Minerals, ores and non-precious metals "",-10.01402,,1.99773,,44.93,"
"2002M01,""Jan. 2002"",IN0001.09,""Precious metals "",2.04245,,2.1652,,25.48,"
"2002M01,""Jan. 2002"",IN0001.10,""Fuels "",-41.35802,,-0.04782,,41.8,"
"2002M01,""Jan. 2002"",IN0001.20,""All groups"",-31.48358,,0.56994,,42.35,"
"2002M01,""Jan. 2002"",IN0001.22,""All groups excl. fuels"",-6.95222,,1.55039,,43.23,"
"2002M01,""Jan. 2002"",IN0001.23,""All groups excl. precious metals"",-33.17855,,0.45035,,44.61,"
"2002M01,""Jan. 2002"",IN0001.24,""All groups excl. precious metals and fuels "",-8.74599,,1.44554,,51.23,"
"2002M02,""Feb. 2002"",IN0001.01,""All food "",-7.16444,,-2.13643,,52.22,"
"2002M02,""Feb. 2002"",IN0001.02,""Food "",-11.54255,,-3.52357,,58.32,"
"2002M02,""Feb. 2002"",IN0001.03,""Tropical beverages"",-10.38154,,4.60901,,40.4,"
"2002M02,""Feb. 2002"",IN0001.04,""Vegetable oilseeds and oils "",5.61749,,-2.18623,,48.32,"
"2002M02,""Feb. 2002"",IN0001.05,""Tropical beverages and food "",-11.3341,,-2.12457,,53.9,"
"2002M02,""Feb. 2002"",IN0001.06,""Agricultural raw materials"",-11.08654,,1.29325,,60.31,"
"2002M02,""Feb. 2002"",IN0001.07,""Minerals, ores and metals"",-2.38496,,2.1133,,34.79,"
"2002M02,""Feb. 2002"",IN0001.08,""Minerals, ores and non-precious metals "",-8.8786,,0.73448,,45.26,"
"2002M02,""Feb. 2002"",IN0001.09,""Precious metals "",7.98371,,4.04239,,26.51,"
"2002M02,""Feb. 2002"",IN0001.10,""Fuels "",-34.79714,,2.6555,,42.91,"
"2002M02,""Feb. 2002"",IN0001.20,""All groups"",-26.03916,,1.67651,,43.06,"
"2002M02,""Feb. 2002"",IN0001.22,""All groups excl. fuels"",-5.66325,,0.18506,,43.31,"
"2002M02,""Feb. 2002"",IN0001.23,""All groups excl. precious metals"",-27.8132,,1.52432,,45.29,"
"2002M02,""Feb. 2002"",IN0001.24,""All groups excl. precious metals and fuels "",-8.37385,,-0.68319,,50.88,"
"2002M03,""Mar. 2002"",IN0001.01,""All food "",-3.62816,,2.24052,,53.39,"
"2002M03,""Mar. 2002"",IN0001.02,""Food "",-8.81398,,1.11454,,58.97,"
"2002M03,""Mar. 2002"",IN0001.03,""Tropical beverages"",0.20459,,9.10891,,44.08,"
"2002M03,""Mar. 2002"",IN0001.04,""Vegetable oilseeds and oils "",6.94475,,1.3452,,48.97,"
"2002M03,""Mar. 2002"",IN0001.05,""Tropical beverages and food "",-7.16804,,2.5974,,55.3,"
"2002M03,""Mar. 2002"",IN0001.06,""Agricultural raw materials"",-3.83503,,4.77533,,63.19,"
"2002M03,""Mar. 2002"",IN0001.07,""Minerals, ores and metals"",0.48392,,1.46594,,35.3,"
"2002M03,""Mar. 2002"",IN0001.08,""Minerals, ores and non-precious metals "",-4.81481,,2.20946,,46.26,"
"2002M03,""Mar. 2002"",IN0001.09,""Precious metals "",8.73826,,0.45266,,26.63,"
"2002M03,""Mar. 2002"",IN0001.10,""Fuels "",-17.03486,,18.15428,,50.7,"
"2002M03,""Mar. 2002"",IN0001.20,""All groups"",-12.28867,,12.05295,,48.25,"
"2002M03,""Mar. 2002"",IN0001.22,""All groups excl. fuels"",-1.88345,,2.23967,,44.28,"
"2002M03,""Mar. 2002"",IN0001.23,""All groups excl. precious metals"",-13.4495,,12.96092,,51.16,"
"2002M03,""Mar. 2002"",IN0001.24,""All groups excl. precious metals and fuels "",-4.04189,,2.6533,,52.23,"
"2002M04,""Apr. 2002"",IN0001.01,""All food "",-1.62903,,-0.46825,,53.14,"
"2002M04,""Apr. 2002"",IN0001.02,""Food "",-9.08093,,-1.69578,,57.97,"
"2002M04,""Apr. 2002"",IN0001.03,""Tropical beverages"",5.74879,,-0.68058,,43.78,"
"2002M04,""Apr. 2002"",IN0001.04,""Vegetable oilseeds and oils "",13.17812,,2.24627,,50.07,"
"2002M04,""Apr. 2002"",IN0001.05,""Tropical beverages and food "",-6.48927,,-1.5009,,54.47,"
"2002M04,""Apr. 2002"",IN0001.06,""Agricultural raw materials"",-3.87786,,-0.36398,,62.96,"
"2002M04,""Apr. 2002"",IN0001.07,""Minerals, ores and metals"",2.41588,,0.87819,,35.61,"
"2002M04,""Apr. 2002"",IN0001.08,""Minerals, ores and non-precious metals "",-4.23181,,-0.69174,,45.94,"
"2002M04,""Apr. 2002"",IN0001.09,""Precious metals "",12.73624,,3.04168,,27.44,"
"2002M04,""Apr. 2002"",IN0001.10,""Fuels "",-12.80244,,7.33728,,54.42,"
"2002M04,""Apr. 2002"",IN0001.20,""All groups"",-8.94689,,4.82902,,50.58,"
"2002M04,""Apr. 2002"",IN0001.22,""All groups excl. fuels"",-0.20257,,0.1355,,44.34,"
"2002M04,""Apr. 2002"",IN0001.23,""All groups excl. precious metals"",-10.14226,,4.94527,,53.69,"
"2002M04,""Apr. 2002"",IN0001.24,""All groups excl. precious metals and fuels "",-2.84218,,-0.51694,,51.96,"
"2002M05,""May  2002"",IN0001.01,""All food "",-4.44121,,-1.20437,,52.5,"
"2002M05,""May  2002"",IN0001.02,""Food "",-13.89522,,-2.19079,,56.7,"
"2002M05,""May  2002"",IN0001.03,""Tropical beverages"",-3.30831,,-5.87026,,41.21,"
"2002M05,""May  2002"",IN0001.04,""Vegetable oilseeds and oils "",20.10237,,3.09567,,51.62,"
"2002M05,""May  2002"",IN0001.05,""Tropical beverages and food "",-12.04258,,-2.91904,,52.88,"
"2002M05,""May  2002"",IN0001.06,""Agricultural raw materials"",-1.19559,,2.38247,,64.46,"
"2002M05,""May  2002"",IN0001.07,""Minerals, ores and metals"",0.64498,,0.7863,,35.89,"
"2002M05,""May  2002"",IN0001.08,""Minerals, ores and non-precious metals "",-6.81165,,-1.13191,,45.42,"
"2002M05,""May  2002"",IN0001.09,""Precious metals "",11.96682,,3.31633,,28.35,"
"2002M05,""May  2002"",IN0001.10,""Fuels "",-12.31535,,0.34914,,54.61,"
"2002M05,""May  2002"",IN0001.20,""All groups"",-9.05505,,0.27679,,50.72,"
"2002M05,""May  2002"",IN0001.22,""All groups excl. fuels"",-1.76913,,0.18042,,44.42,"
"2002M05,""May  2002"",IN0001.23,""All groups excl. precious metals"",-10.24056,,0.0745,,53.73,"
"2002M05,""May  2002"",IN0001.24,""All groups excl. precious metals and fuels "",-4.65116,,-0.57737,,51.66,"
"2002M06,""June 2002"",IN0001.01,""All food "",-1.90121,,0.24762,,52.63,"
"2002M06,""June 2002"",IN0001.02,""Food "",-12.83179,,-2.1164,,55.5,"
"2002M06,""June 2002"",IN0001.03,""Tropical beverages"",3.12736,,-0.77651,,40.89,"
"2002M06,""June 2002"",IN0001.04,""Vegetable oilseeds and oils "",22.95676,,5.21116,,54.31,"
"2002M06,""June 2002"",IN0001.05,""Tropical beverages and food "",-10.12987,,-1.85325,,51.9,"
"2002M06,""June 2002"",IN0001.06,""Agricultural raw materials"",6.86381,,6.51567,,68.66,"
"2002M06,""June 2002"",IN0001.07,""Minerals, ores and metals"",4.43999,,1.58819,,36.46,"
"2002M06,""June 2002"",IN0001.08,""Minerals, ores and non-precious metals "",-3.37126,,0.96874,,45.86,"
"2002M06,""June 2002"",IN0001.09,""Precious metals "",16.16,,2.43386,,29.04,"
"2002M06,""June 2002"",IN0001.10,""Fuels "",-13.02395,,-4.24831,,52.29,"
"2002M06,""June 2002"",IN0001.20,""All groups"",-8.30405,,-2.24763,,49.58,"
"2002M06,""June 2002"",IN0001.22,""All groups excl. fuels"",2.10122,,1.73345,,45.19,"
"2002M06,""June 2002"",IN0001.23,""All groups excl. precious metals"",-9.72749,,-2.58701,,52.34,"
"2002M06,""June 2002"",IN0001.24,""All groups excl. precious metals and fuels "",-0.86907,,1.56794,,52.47,"
"2002M07,""Jul. 2002"",IN0001.01,""All food "",-3.96283,,4.06612,,54.77,"
"2002M07,""Jul. 2002"",IN0001.02,""Food "",-13.56495,,3.0991,,57.22,"
"2002M07,""Jul. 2002"",IN0001.03,""Tropical beverages"",10.96215,,3.22817,,42.21,"
"2002M07,""Jul. 2002"",IN0001.04,""Vegetable oilseeds and oils "",11.12182,,6.14988,,57.65,"
"2002M07,""Jul. 2002"",IN0001.05,""Tropical beverages and food "",-9.66925,,3.14066,,53.53,"
"2002M07,""Jul. 2002"",IN0001.06,""Agricultural raw materials"",12.60639,,2.12642,,70.12,"
"2002M07,""Jul. 2002"",IN0001.07,""Minerals, ores and metals"",5.09873,,-2.19419,,35.66,"
"2002M07,""Jul. 2002"",IN0001.08,""Minerals, ores and non-precious metals "",-1.94238,,-2.02791,,44.93,"
"2002M07,""Jul. 2002"",IN0001.09,""Precious metals "",15.44417,,-2.4449,,28.33,"
"2002M07,""Jul. 2002"",IN0001.10,""Fuels "",0,,2.10365,,53.39,"
"2002M07,""Jul. 2002"",IN0001.20,""All groups"",0.71899,,1.7144,,50.43,"
"2002M07,""Jul. 2002"",IN0001.22,""All groups excl. fuels"",2.08054,,0.97367,,45.63,"
"2002M07,""Jul. 2002"",IN0001.23,""All groups excl. precious metals"",-0.18692,,2.02522,,53.4,"
"2002M07,""Jul. 2002"",IN0001.24,""All groups excl. precious metals and fuels "",-0.66939,,1.81056,,53.42,"
"2002M08,""Aug. 2002"",IN0001.01,""All food "",-1.90697,,0.49297,,55.04,"
"2002M08,""Aug. 2002"",IN0001.02,""Food "",-11.02524,,-1.41559,,56.41,"
"2002M08,""Aug. 2002"",IN0001.03,""Tropical beverages"",9.79167,,-0.11846,,42.16,"
"2002M08,""Aug. 2002"",IN0001.04,""Vegetable oilseeds and oils "",12.07025,,4.04163,,59.98,"
"2002M08,""Aug. 2002"",IN0001.05,""Tropical beverages and food "",-7.58211,,-1.17691,,52.9,"
"2002M08,""Aug. 2002"",IN0001.06,""Agricultural raw materials"",12.79705,,0.1854,,70.25,"
"2002M08,""Aug. 2002"",IN0001.07,""Minerals, ores and metals"",4.22156,,-2.38362,,34.81,"
"2002M08,""Aug. 2002"",IN0001.08,""Minerals, ores and non-precious metals "",-2.5572,,-3.31627,,43.44,"
"2002M08,""Aug. 2002"",IN0001.09,""Precious metals "",14.00651,,-1.16484,,28,"
"2002M08,""Aug. 2002"",IN0001.10,""Fuels "",0.82645,,2.82824,,54.9,"
"2002M08,""Aug. 2002"",IN0001.20,""All groups"",1.46564,,1.58636,,51.23,"
"2002M08,""Aug. 2002"",IN0001.22,""All groups excl. fuels"",2.69964,,-0.78895,,45.27,"
"2002M08,""Aug. 2002"",IN0001.23,""All groups excl. precious metals"",0.68544,,1.77903,,54.35,"
"2002M08,""Aug. 2002"",IN0001.24,""All groups excl. precious metals and fuels "",0.32154,,-0.71134,,53.04,"
"2002M09,""Sep. 2002"",IN0001.01,""All food "",5.96485,,2.96148,,56.67,"
"2002M09,""Sep. 2002"",IN0001.02,""Food "",-5.70962,,2.4641,,57.8,"
"2002M09,""Sep. 2002"",IN0001.03,""Tropical beverages"",26.83732,,9.29791,,46.08,"
"2002M09,""Sep. 2002"",IN0001.04,""Vegetable oilseeds and oils "",22.39017,,1.25042,,60.73,"
"2002M09,""Sep. 2002"",IN0001.05,""Tropical beverages and food "",-0.41712,,3.79962,,54.91,"
"2002M09,""Sep. 2002"",IN0001.06,""Agricultural raw materials"",16.83217,,2.1637,,71.77,"
"2002M09,""Sep. 2002"",IN0001.07,""Minerals, ores and metals"",5.29465,,1.12037,,35.2,"
"2002M09,""Sep. 2002"",IN0001.08,""Minerals, ores and non-precious metals "",-0.13812,,-0.13812,,43.38,"
"2002M09,""Sep. 2002"",IN0001.09,""Precious metals "",12.57837,,2.60714,,28.73,"
"2002M09,""Sep. 2002"",IN0001.10,""Fuels "",14.48853,,7.23133,,58.87,"
"2002M09,""Sep. 2002"",IN0001.20,""All groups"",12,,5.48507,,54.04,"
"2002M09,""Sep. 2002"",IN0001.22,""All groups excl. fuels"",7.19258,,2.05434,,46.2,"
"2002M09,""Sep. 2002"",IN0001.23,""All groups excl. precious metals"",11.96881,,5.68537,,57.44,"
"2002M09,""Sep. 2002"",IN0001.24,""All groups excl. precious metals and fuels "",5.95845,,1.92308,,54.06,"
