Period,Period Label,Year,Frequency,Frequency Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Number of port calls,Number of port calls Footnote
"2018A00,""2018"",2018,A,""Annual"",2373,""Selected exporters of agricultural products"",05,""Dry bulk carriers"",5681,"
"2018A00,""2018"",2018,A,""Annual"",2373,""Selected exporters of agricultural products"",06,""Roll-on/ roll-off ships"",1599,"
"2018A00,""2018"",2018,A,""Annual"",2373,""Selected exporters of agricultural products"",07,""Liquefied petroleum gas carriers"",372,"
"2018A00,""2018"",2018,A,""Annual"",2373,""Selected exporters of agricultural products"",08,""Liquefied natural gas carriers"",55,"
"2018A00,""2018"",2018,A,""Annual"",2374,""Selected exporters of minerals and mining products"",00,""All ships"",28900,"
"2018A00,""2018"",2018,A,""Annual"",2374,""Selected exporters of minerals and mining products"",01,""Passenger ships"",9306,"
"2018A00,""2018"",2018,A,""Annual"",2374,""Selected exporters of minerals and mining products"",02,""Liquid bulk carriers"",5264,"
"2018A00,""2018"",2018,A,""Annual"",2374,""Selected exporters of minerals and mining products"",03,""Container ships"",4822,"
"2018A00,""2018"",2018,A,""Annual"",2374,""Selected exporters of minerals and mining products"",04,""Dry breakbulk carriers"",3644,"
"2018A00,""2018"",2018,A,""Annual"",2374,""Selected exporters of minerals and mining products"",05,""Dry bulk carriers"",4028,"
"2018A00,""2018"",2018,A,""Annual"",2374,""Selected exporters of minerals and mining products"",06,""Roll-on/ roll-off ships"",1157,"
"2018A00,""2018"",2018,A,""Annual"",2374,""Selected exporters of minerals and mining products"",07,""Liquefied petroleum gas carriers"",567,"
"2018A00,""2018"",2018,A,""Annual"",2374,""Selected exporters of minerals and mining products"",08,""Liquefied natural gas carriers"",112,"
"2018A00,""2018"",2018,A,""Annual"",2376,""Selected LIFDC (Low-income food-deficit countries)"",00,""All ships"",64219,"
"2018A00,""2018"",2018,A,""Annual"",2376,""Selected LIFDC (Low-income food-deficit countries)"",01,""Passenger ships"",2064,"
"2018A00,""2018"",2018,A,""Annual"",2376,""Selected LIFDC (Low-income food-deficit countries)"",02,""Liquid bulk carriers"",11772,"
"2018A00,""2018"",2018,A,""Annual"",2376,""Selected LIFDC (Low-income food-deficit countries)"",03,""Container ships"",18552,"
"2018A00,""2018"",2018,A,""Annual"",2376,""Selected LIFDC (Low-income food-deficit countries)"",04,""Dry breakbulk carriers"",13953,"
"2018A00,""2018"",2018,A,""Annual"",2376,""Selected LIFDC (Low-income food-deficit countries)"",05,""Dry bulk carriers"",13773,"
"2018A00,""2018"",2018,A,""Annual"",2376,""Selected LIFDC (Low-income food-deficit countries)"",06,""Roll-on/ roll-off ships"",1941,"
"2018A00,""2018"",2018,A,""Annual"",2376,""Selected LIFDC (Low-income food-deficit countries)"",07,""Liquefied petroleum gas carriers"",1819,"
"2018A00,""2018"",2018,A,""Annual"",2376,""Selected LIFDC (Low-income food-deficit countries)"",08,""Liquefied natural gas carriers"",345,"
"2018A00,""2018"",2018,A,""Annual"",2378,""LIFDC (Low-income food-deficit countries) (FAO)"",00,""All ships"",76069,"
"2018A00,""2018"",2018,A,""Annual"",2378,""LIFDC (Low-income food-deficit countries) (FAO)"",01,""Passenger ships"",2210,"
"2018A00,""2018"",2018,A,""Annual"",2378,""LIFDC (Low-income food-deficit countries) (FAO)"",02,""Liquid bulk carriers"",13792,"
"2018A00,""2018"",2018,A,""Annual"",2378,""LIFDC (Low-income food-deficit countries) (FAO)"",03,""Container ships"",21793,"
"2018A00,""2018"",2018,A,""Annual"",2378,""LIFDC (Low-income food-deficit countries) (FAO)"",04,""Dry breakbulk carriers"",16563,"
"2018A00,""2018"",2018,A,""Annual"",2378,""LIFDC (Low-income food-deficit countries) (FAO)"",05,""Dry bulk carriers"",16556,"
"2018A00,""2018"",2018,A,""Annual"",2378,""LIFDC (Low-income food-deficit countries) (FAO)"",06,""Roll-on/ roll-off ships"",2856,"
"2018A00,""2018"",2018,A,""Annual"",2378,""LIFDC (Low-income food-deficit countries) (FAO)"",07,""Liquefied petroleum gas carriers"",1954,"
"2018A00,""2018"",2018,A,""Annual"",2378,""LIFDC (Low-income food-deficit countries) (FAO)"",08,""Liquefied natural gas carriers"",345,"
"2018A00,""2018"",2018,A,""Annual"",238,""Falkland Islands (Malvinas)"",00,""All ships"",60,"
"2018A00,""2018"",2018,A,""Annual"",238,""Falkland Islands (Malvinas)"",01,""Passenger ships"",60,"
"2018A00,""2018"",2018,A,""Annual"",2411,""Net food-importing economies"",00,""All ships"",2054211,"
"2018A00,""2018"",2018,A,""Annual"",2411,""Net food-importing economies"",01,""Passenger ships"",939159,"
"2018A00,""2018"",2018,A,""Annual"",2411,""Net food-importing economies"",02,""Liquid bulk carriers"",297188,"
"2018A00,""2018"",2018,A,""Annual"",2411,""Net food-importing economies"",03,""Container ships"",286000,"
"2018A00,""2018"",2018,A,""Annual"",2411,""Net food-importing economies"",04,""Dry breakbulk carriers"",240229,"
"2018A00,""2018"",2018,A,""Annual"",2411,""Net food-importing economies"",05,""Dry bulk carriers"",142847,"
"2018A00,""2018"",2018,A,""Annual"",2411,""Net food-importing economies"",06,""Roll-on/ roll-off ships"",112341,"
"2018A00,""2018"",2018,A,""Annual"",2411,""Net food-importing economies"",07,""Liquefied petroleum gas carriers"",29634,"
"2018A00,""2018"",2018,A,""Annual"",2411,""Net food-importing economies"",08,""Liquefied natural gas carriers"",6813,"
"2018A00,""2018"",2018,A,""Annual"",2412,""Net food-exporting economies"",00,""All ships"",2057321,"
"2018A00,""2018"",2018,A,""Annual"",2412,""Net food-exporting economies"",01,""Passenger ships"",1287938,"
"2018A00,""2018"",2018,A,""Annual"",2412,""Net food-exporting economies"",02,""Liquid bulk carriers"",196623,"
"2018A00,""2018"",2018,A,""Annual"",2412,""Net food-exporting economies"",03,""Container ships"",167868,"
"2018A00,""2018"",2018,A,""Annual"",2412,""Net food-exporting economies"",04,""Dry breakbulk carriers"",189568,"
"2018A00,""2018"",2018,A,""Annual"",2412,""Net food-exporting economies"",05,""Dry bulk carriers"",116668,"
"2018A00,""2018"",2018,A,""Annual"",2412,""Net food-exporting economies"",06,""Roll-on/ roll-off ships"",75147,"
"2018A00,""2018"",2018,A,""Annual"",2412,""Net food-exporting economies"",07,""Liquefied petroleum gas carriers"",19705,"
"2018A00,""2018"",2018,A,""Annual"",2412,""Net food-exporting economies"",08,""Liquefied natural gas carriers"",3804,"
"2018A00,""2018"",2018,A,""Annual"",2413,""Net food-exporting developing economies"",00,""All ships"",600787,"
"2018A00,""2018"",2018,A,""Annual"",2413,""Net food-exporting developing economies"",01,""Passenger ships"",269238,"
"2018A00,""2018"",2018,A,""Annual"",2413,""Net food-exporting developing economies"",02,""Liquid bulk carriers"",83414,"
"2018A00,""2018"",2018,A,""Annual"",2413,""Net food-exporting developing economies"",03,""Container ships"",94623,"
"2018A00,""2018"",2018,A,""Annual"",2413,""Net food-exporting developing economies"",04,""Dry breakbulk carriers"",66178,"
"2018A00,""2018"",2018,A,""Annual"",2413,""Net food-exporting developing economies"",05,""Dry bulk carriers"",54044,"
"2018A00,""2018"",2018,A,""Annual"",2413,""Net food-exporting developing economies"",06,""Roll-on/ roll-off ships"",21311,"
"2018A00,""2018"",2018,A,""Annual"",2413,""Net food-exporting developing economies"",07,""Liquefied petroleum gas carriers"",10793,"
"2018A00,""2018"",2018,A,""Annual"",2413,""Net food-exporting developing economies"",08,""Liquefied natural gas carriers"",1186,"
"2018A00,""2018"",2018,A,""Annual"",2414,""Net food-exporting transition economies"",00,""All ships"",19871,"
"2018A00,""2018"",2018,A,""Annual"",2414,""Net food-exporting transition economies"",01,""Passenger ships"",9350,"
"2018A00,""2018"",2018,A,""Annual"",2414,""Net food-exporting transition economies"",02,""Liquid bulk carriers"",639,"
"2018A00,""2018"",2018,A,""Annual"",2414,""Net food-exporting transition economies"",03,""Container ships"",696,"
"2018A00,""2018"",2018,A,""Annual"",2414,""Net food-exporting transition economies"",04,""Dry breakbulk carriers"",4985,"
"2018A00,""2018"",2018,A,""Annual"",2414,""Net food-exporting transition economies"",05,""Dry bulk carriers"",2569,"
"2018A00,""2018"",2018,A,""Annual"",2414,""Net food-exporting transition economies"",06,""Roll-on/ roll-off ships"",1432,"
"2018A00,""2018"",2018,A,""Annual"",2414,""Net food-exporting transition economies"",07,""Liquefied petroleum gas carriers"",200,"
"2018A00,""2018"",2018,A,""Annual"",2415,""Net food-exporting developed economies"",00,""All ships"",1436663,"
"2018A00,""2018"",2018,A,""Annual"",2415,""Net food-exporting developed economies"",01,""Passenger ships"",1009350,"
"2018A00,""2018"",2018,A,""Annual"",2415,""Net food-exporting developed economies"",02,""Liquid bulk carriers"",112570,"
"2018A00,""2018"",2018,A,""Annual"",2415,""Net food-exporting developed economies"",03,""Container ships"",72549,"
"2018A00,""2018"",2018,A,""Annual"",2415,""Net food-exporting developed economies"",04,""Dry breakbulk carriers"",118405,"
"2018A00,""2018"",2018,A,""Annual"",2415,""Net food-exporting developed economies"",05,""Dry bulk carriers"",60055,"
"2018A00,""2018"",2018,A,""Annual"",2415,""Net food-exporting developed economies"",06,""Roll-on/ roll-off ships"",52404,"
"2018A00,""2018"",2018,A,""Annual"",2415,""Net food-exporting developed economies"",07,""Liquefied petroleum gas carriers"",8712,"
"2018A00,""2018"",2018,A,""Annual"",2415,""Net food-exporting developed economies"",08,""Liquefied natural gas carriers"",2618,"
"2018A00,""2018"",2018,A,""Annual"",2416,""Major net food-exporting economies"",00,""All ships"",1994590,"
"2018A00,""2018"",2018,A,""Annual"",2416,""Major net food-exporting economies"",01,""Passenger ships"",1263100,"
"2018A00,""2018"",2018,A,""Annual"",2416,""Major net food-exporting economies"",02,""Liquid bulk carriers"",189317,"
"2018A00,""2018"",2018,A,""Annual"",2416,""Major net food-exporting economies"",03,""Container ships"",155626,"
"2018A00,""2018"",2018,A,""Annual"",2416,""Major net food-exporting economies"",04,""Dry breakbulk carriers"",178475,"
"2018A00,""2018"",2018,A,""Annual"",2416,""Major net food-exporting economies"",05,""Dry bulk carriers"",113253,"
"2018A00,""2018"",2018,A,""Annual"",2416,""Major net food-exporting economies"",06,""Roll-on/ roll-off ships"",71858,"
"2018A00,""2018"",2018,A,""Annual"",2416,""Major net food-exporting economies"",07,""Liquefied petroleum gas carriers"",19157,"
"2018A00,""2018"",2018,A,""Annual"",2416,""Major net food-exporting economies"",08,""Liquefied natural gas carriers"",3804,"
"2018A00,""2018"",2018,A,""Annual"",242,""Fiji"",00,""All ships"",1974,"
"2018A00,""2018"",2018,A,""Annual"",242,""Fiji"",01,""Passenger ships"",924,"
"2018A00,""2018"",2018,A,""Annual"",242,""Fiji"",02,""Liquid bulk carriers"",244,"
"2018A00,""2018"",2018,A,""Annual"",242,""Fiji"",03,""Container ships"",370,"
"2018A00,""2018"",2018,A,""Annual"",242,""Fiji"",04,""Dry breakbulk carriers"",325,"
"2018A00,""2018"",2018,A,""Annual"",242,""Fiji"",05,""Dry bulk carriers"",35,"
"2018A00,""2018"",2018,A,""Annual"",242,""Fiji"",06,""Roll-on/ roll-off ships"",38,"
"2018A00,""2018"",2018,A,""Annual"",242,""Fiji"",07,""Liquefied petroleum gas carriers"",38,"
"2018A00,""2018"",2018,A,""Annual"",2420,""Net food-importing developing economies"",00,""All ships"",665305,"
"2018A00,""2018"",2018,A,""Annual"",2420,""Net food-importing developing economies"",01,""Passenger ships"",93088,"
"2018A00,""2018"",2018,A,""Annual"",2420,""Net food-importing developing economies"",02,""Liquid bulk carriers"",148212,"
"2018A00,""2018"",2018,A,""Annual"",2420,""Net food-importing developing economies"",03,""Container ships"",192751,"
"2018A00,""2018"",2018,A,""Annual"",2420,""Net food-importing developing economies"",04,""Dry breakbulk carriers"",90916,"
"2018A00,""2018"",2018,A,""Annual"",2420,""Net food-importing developing economies"",05,""Dry bulk carriers"",92450,"
"2018A00,""2018"",2018,A,""Annual"",2420,""Net food-importing developing economies"",06,""Roll-on/ roll-off ships"",28362,"
"2018A00,""2018"",2018,A,""Annual"",2420,""Net food-importing developing economies"",07,""Liquefied petroleum gas carriers"",15516,"
"2018A00,""2018"",2018,A,""Annual"",2420,""Net food-importing developing economies"",08,""Liquefied natural gas carriers"",4010,"
"2018A00,""2018"",2018,A,""Annual"",2421,""Net food-importing transition economies"",00,""All ships"",90456,"
"2018A00,""2018"",2018,A,""Annual"",2421,""Net food-importing transition economies"",01,""Passenger ships"",15677,"
"2018A00,""2018"",2018,A,""Annual"",2421,""Net food-importing transition economies"",02,""Liquid bulk carriers"",26129,"
"2018A00,""2018"",2018,A,""Annual"",2421,""Net food-importing transition economies"",03,""Container ships"",4352,"
"2018A00,""2018"",2018,A,""Annual"",2421,""Net food-importing transition economies"",04,""Dry breakbulk carriers"",32818,"
"2018A00,""2018"",2018,A,""Annual"",2421,""Net food-importing transition economies"",05,""Dry bulk carriers"",6802,"
"2018A00,""2018"",2018,A,""Annual"",2421,""Net food-importing transition economies"",06,""Roll-on/ roll-off ships"",3916,"
"2018A00,""2018"",2018,A,""Annual"",2421,""Net food-importing transition economies"",07,""Liquefied petroleum gas carriers"",501,"
"2018A00,""2018"",2018,A,""Annual"",2421,""Net food-importing transition economies"",08,""Liquefied natural gas carriers"",261,"
"2018A00,""2018"",2018,A,""Annual"",2422,""Net food-importing developed economies"",00,""All ships"",1298450,"
"2018A00,""2018"",2018,A,""Annual"",2422,""Net food-importing developed economies"",01,""Passenger ships"",830394,"
"2018A00,""2018"",2018,A,""Annual"",2422,""Net food-importing developed economies"",02,""Liquid bulk carriers"",122847,"
"2018A00,""2018"",2018,A,""Annual"",2422,""Net food-importing developed economies"",03,""Container ships"",88897,"
"2018A00,""2018"",2018,A,""Annual"",2422,""Net food-importing developed economies"",04,""Dry breakbulk carriers"",116495,"
"2018A00,""2018"",2018,A,""Annual"",2422,""Net food-importing developed economies"",05,""Dry bulk carriers"",43595,"
"2018A00,""2018"",2018,A,""Annual"",2422,""Net food-importing developed economies"",06,""Roll-on/ roll-off ships"",80063,"
"2018A00,""2018"",2018,A,""Annual"",2422,""Net food-importing developed economies"",07,""Liquefied petroleum gas carriers"",13617,"
"2018A00,""2018"",2018,A,""Annual"",2422,""Net food-importing developed economies"",08,""Liquefied natural gas carriers"",2542,"
"2018A00,""2018"",2018,A,""Annual"",2423,""Major net food-importing economies"",00,""All ships"",1679083,"
"2018A00,""2018"",2018,A,""Annual"",2423,""Major net food-importing economies"",01,""Passenger ships"",674689,"
"2018A00,""2018"",2018,A,""Annual"",2423,""Major net food-importing economies"",02,""Liquid bulk carriers"",264369,"
"2018A00,""2018"",2018,A,""Annual"",2423,""Major net food-importing economies"",03,""Container ships"",262802,"
"2018A00,""2018"",2018,A,""Annual"",2423,""Major net food-importing economies"",04,""Dry breakbulk carriers"",207666,"
"2018A00,""2018"",2018,A,""Annual"",2423,""Major net food-importing economies"",05,""Dry bulk carriers"",132033,"
"2018A00,""2018"",2018,A,""Annual"",2423,""Major net food-importing economies"",06,""Roll-on/ roll-off ships"",102783,"
"2018A00,""2018"",2018,A,""Annual"",2423,""Major net food-importing economies"",07,""Liquefied petroleum gas carriers"",28211,"
"2018A00,""2018"",2018,A,""Annual"",2423,""Major net food-importing economies"",08,""Liquefied natural gas carriers"",6530,"
"2018A00,""2018"",2018,A,""Annual"",246,""Finland"",00,""All ships"",35406,"
"2018A00,""2018"",2018,A,""Annual"",246,""Finland"",01,""Passenger ships"",20001,"
"2018A00,""2018"",2018,A,""Annual"",246,""Finland"",02,""Liquid bulk carriers"",3070,"
"2018A00,""2018"",2018,A,""Annual"",246,""Finland"",03,""Container ships"",1896,"
"2018A00,""2018"",2018,A,""Annual"",246,""Finland"",04,""Dry breakbulk carriers"",6250,"
"2018A00,""2018"",2018,A,""Annual"",246,""Finland"",05,""Dry bulk carriers"",398,"
"2018A00,""2018"",2018,A,""Annual"",246,""Finland"",06,""Roll-on/ roll-off ships"",3672,"
"2018A00,""2018"",2018,A,""Annual"",246,""Finland"",07,""Liquefied petroleum gas carriers"",119,"
"2018A00,""2018"",2018,A,""Annual"",250,""France, metropolitan"",00,""All ships"",68739,"
"2018A00,""2018"",2018,A,""Annual"",250,""France, metropolitan"",01,""Passenger ships"",44062,"
"2018A00,""2018"",2018,A,""Annual"",250,""France, metropolitan"",02,""Liquid bulk carriers"",7830,"
"2018A00,""2018"",2018,A,""Annual"",250,""France, metropolitan"",03,""Container ships"",4640,"
"2018A00,""2018"",2018,A,""Annual"",250,""France, metropolitan"",04,""Dry breakbulk carriers"",7300,"
"2018A00,""2018"",2018,A,""Annual"",250,""France, metropolitan"",05,""Dry bulk carriers"",1580,"
"2018A00,""2018"",2018,A,""Annual"",250,""France, metropolitan"",06,""Roll-on/ roll-off ships"",1963,"
"2018A00,""2018"",2018,A,""Annual"",250,""France, metropolitan"",07,""Liquefied petroleum gas carriers"",1132,"
"2018A00,""2018"",2018,A,""Annual"",250,""France, metropolitan"",08,""Liquefied natural gas carriers"",232,"
"2018A00,""2018"",2018,A,""Annual"",2508,""Industrialized economies (UNIDO)"",00,""All ships"",2823337,"
"2018A00,""2018"",2018,A,""Annual"",2508,""Industrialized economies (UNIDO)"",01,""Passenger ships"",1669375,"
"2018A00,""2018"",2018,A,""Annual"",2508,""Industrialized economies (UNIDO)"",02,""Liquid bulk carriers"",328886,"
"2018A00,""2018"",2018,A,""Annual"",2508,""Industrialized economies (UNIDO)"",03,""Container ships"",248824,"
"2018A00,""2018"",2018,A,""Annual"",2508,""Industrialized economies (UNIDO)"",04,""Dry breakbulk carriers"",272898,"
"2018A00,""2018"",2018,A,""Annual"",2508,""Industrialized economies (UNIDO)"",05,""Dry bulk carriers"",125007,"
"2018A00,""2018"",2018,A,""Annual"",2508,""Industrialized economies (UNIDO)"",06,""Roll-on/ roll-off ships"",142971,"
"2018A00,""2018"",2018,A,""Annual"",2508,""Industrialized economies (UNIDO)"",07,""Liquefied petroleum gas carriers"",27411,"
"2018A00,""2018"",2018,A,""Annual"",2508,""Industrialized economies (UNIDO)"",08,""Liquefied natural gas carriers"",7965,"
"2018A00,""2018"",2018,A,""Annual"",2509,""EIEs (Emerging Industrial Economies) (UNIDO)"",00,""All ships"",1080522,"
"2018A00,""2018"",2018,A,""Annual"",2509,""EIEs (Emerging Industrial Economies) (UNIDO)"",01,""Passenger ships"",499859,"
"2018A00,""2018"",2018,A,""Annual"",2509,""EIEs (Emerging Industrial Economies) (UNIDO)"",02,""Liquid bulk carriers"",133550,"
"2018A00,""2018"",2018,A,""Annual"",2509,""EIEs (Emerging Industrial Economies) (UNIDO)"",03,""Container ships"",155841,"
"2018A00,""2018"",2018,A,""Annual"",2509,""EIEs (Emerging Industrial Economies) (UNIDO)"",04,""Dry breakbulk carriers"",118324,"
"2018A00,""2018"",2018,A,""Annual"",2509,""EIEs (Emerging Industrial Economies) (UNIDO)"",05,""Dry bulk carriers"",118895,"
"2018A00,""2018"",2018,A,""Annual"",2509,""EIEs (Emerging Industrial Economies) (UNIDO)"",06,""Roll-on/ roll-off ships"",33342,"
"2018A00,""2018"",2018,A,""Annual"",2509,""EIEs (Emerging Industrial Economies) (UNIDO)"",07,""Liquefied petroleum gas carriers"",18862,"
"2018A00,""2018"",2018,A,""Annual"",2509,""EIEs (Emerging Industrial Economies) (UNIDO)"",08,""Liquefied natural gas carriers"",1849,"
"2018A00,""2018"",2018,A,""Annual"",251,""France"",00,""All ships"",71705,"
"2018A00,""2018"",2018,A,""Annual"",251,""France"",01,""Passenger ships"",44675,"
"2018A00,""2018"",2018,A,""Annual"",251,""France"",02,""Liquid bulk carriers"",8206,"
"2018A00,""2018"",2018,A,""Annual"",251,""France"",03,""Container ships"",5564,"
"2018A00,""2018"",2018,A,""Annual"",251,""France"",04,""Dry breakbulk carriers"",7916,"
"2018A00,""2018"",2018,A,""Annual"",251,""France"",05,""Dry bulk carriers"",1647,"
"2018A00,""2018"",2018,A,""Annual"",251,""France"",06,""Roll-on/ roll-off ships"",2333,"
"2018A00,""2018"",2018,A,""Annual"",251,""France"",07,""Liquefied petroleum gas carriers"",1132,"
"2018A00,""2018"",2018,A,""Annual"",251,""France"",08,""Liquefied natural gas carriers"",232,"
"2018A00,""2018"",2018,A,""Annual"",2510,""Emerging markets"",00,""All ships"",1282032,"
"2018A00,""2018"",2018,A,""Annual"",2510,""Emerging markets"",01,""Passenger ships"",414937,"
"2018A00,""2018"",2018,A,""Annual"",2510,""Emerging markets"",02,""Liquid bulk carriers"",232500,"
"2018A00,""2018"",2018,A,""Annual"",2510,""Emerging markets"",03,""Container ships"",247812,"
"2018A00,""2018"",2018,A,""Annual"",2510,""Emerging markets"",04,""Dry breakbulk carriers"",169613,"
"2018A00,""2018"",2018,A,""Annual"",2510,""Emerging markets"",05,""Dry bulk carriers"",142767,"
"2018A00,""2018"",2018,A,""Annual"",2510,""Emerging markets"",06,""Roll-on/ roll-off ships"",45356,"
"2018A00,""2018"",2018,A,""Annual"",2510,""Emerging markets"",07,""Liquefied petroleum gas carriers"",24276,"
"2018A00,""2018"",2018,A,""Annual"",2510,""Emerging markets"",08,""Liquefied natural gas carriers"",4771,"
"2018A00,""2018"",2018,A,""Annual"",2511,""Emerging markets: Africa"",00,""All ships"",23371,"
"2018A00,""2018"",2018,A,""Annual"",2511,""Emerging markets: Africa"",01,""Passenger ships"",796,"
"2018A00,""2018"",2018,A,""Annual"",2511,""Emerging markets: Africa"",02,""Liquid bulk carriers"",4017,"
"2018A00,""2018"",2018,A,""Annual"",2511,""Emerging markets: Africa"",03,""Container ships"",6795,"
"2018A00,""2018"",2018,A,""Annual"",2511,""Emerging markets: Africa"",04,""Dry breakbulk carriers"",3747,"
"2018A00,""2018"",2018,A,""Annual"",2511,""Emerging markets: Africa"",05,""Dry bulk carriers"",5835,"
"2018A00,""2018"",2018,A,""Annual"",2511,""Emerging markets: Africa"",06,""Roll-on/ roll-off ships"",1396,"
"2018A00,""2018"",2018,A,""Annual"",2511,""Emerging markets: Africa"",07,""Liquefied petroleum gas carriers"",450,"
"2018A00,""2018"",2018,A,""Annual"",2511,""Emerging markets: Africa"",08,""Liquefied natural gas carriers"",335,"
"2018A00,""2018"",2018,A,""Annual"",2512,""Emerging markets: America"",00,""All ships"",109677,"
"2018A00,""2018"",2018,A,""Annual"",2512,""Emerging markets: America"",01,""Passenger ships"",24131,"
"2018A00,""2018"",2018,A,""Annual"",2512,""Emerging markets: America"",02,""Liquid bulk carriers"",24912,"
"2018A00,""2018"",2018,A,""Annual"",2512,""Emerging markets: America"",03,""Container ships"",22067,"
"2018A00,""2018"",2018,A,""Annual"",2512,""Emerging markets: America"",04,""Dry breakbulk carriers"",8670,"
"2018A00,""2018"",2018,A,""Annual"",2512,""Emerging markets: America"",05,""Dry bulk carriers"",21174,"
"2018A00,""2018"",2018,A,""Annual"",2512,""Emerging markets: America"",06,""Roll-on/ roll-off ships"",5497,"
"2018A00,""2018"",2018,A,""Annual"",2512,""Emerging markets: America"",07,""Liquefied petroleum gas carriers"",2981,"
"2018A00,""2018"",2018,A,""Annual"",2512,""Emerging markets: America"",08,""Liquefied natural gas carriers"",245,"
"2018A00,""2018"",2018,A,""Annual"",2513,""Emerging markets: Asia"",00,""All ships"",960504,"
"2018A00,""2018"",2018,A,""Annual"",2513,""Emerging markets: Asia"",01,""Passenger ships"",296672,"
"2018A00,""2018"",2018,A,""Annual"",2513,""Emerging markets: Asia"",02,""Liquid bulk carriers"",177103,"
"2018A00,""2018"",2018,A,""Annual"",2513,""Emerging markets: Asia"",03,""Container ships"",211640,"
"2018A00,""2018"",2018,A,""Annual"",2513,""Emerging markets: Asia"",04,""Dry breakbulk carriers"",113245,"
"2018A00,""2018"",2018,A,""Annual"",2513,""Emerging markets: Asia"",05,""Dry bulk carriers"",104984,"
"2018A00,""2018"",2018,A,""Annual"",2513,""Emerging markets: Asia"",06,""Roll-on/ roll-off ships"",32975,"
"2018A00,""2018"",2018,A,""Annual"",2513,""Emerging markets: Asia"",07,""Liquefied petroleum gas carriers"",19981,"
"2018A00,""2018"",2018,A,""Annual"",2513,""Emerging markets: Asia"",08,""Liquefied natural gas carriers"",3904,"
"2018A00,""2018"",2018,A,""Annual"",2514,""Emerging markets: Europe and Kazakhstan"",00,""All ships"",188480,"
"2018A00,""2018"",2018,A,""Annual"",2514,""Emerging markets: Europe and Kazakhstan"",01,""Passenger ships"",93338,"
"2018A00,""2018"",2018,A,""Annual"",2514,""Emerging markets: Europe and Kazakhstan"",02,""Liquid bulk carriers"",26468,"
"2018A00,""2018"",2018,A,""Annual"",2514,""Emerging markets: Europe and Kazakhstan"",03,""Container ships"",7310,"
"2018A00,""2018"",2018,A,""Annual"",2514,""Emerging markets: Europe and Kazakhstan"",04,""Dry breakbulk carriers"",43951,"
"2018A00,""2018"",2018,A,""Annual"",2514,""Emerging markets: Europe and Kazakhstan"",05,""Dry bulk carriers"",10774,"
"2018A00,""2018"",2018,A,""Annual"",2514,""Emerging markets: Europe and Kazakhstan"",06,""Roll-on/ roll-off ships"",5488,"
"2018A00,""2018"",2018,A,""Annual"",2514,""Emerging markets: Europe and Kazakhstan"",07,""Liquefied petroleum gas carriers"",864,"
"2018A00,""2018"",2018,A,""Annual"",2514,""Emerging markets: Europe and Kazakhstan"",08,""Liquefied natural gas carriers"",287,"
"2018A00,""2018"",2018,A,""Annual"",254,""French Guiana"",00,""All ships"",135,"
"2018A00,""2018"",2018,A,""Annual"",254,""French Guiana"",03,""Container ships"",65,"
"2018A00,""2018"",2018,A,""Annual"",254,""French Guiana"",04,""Dry breakbulk carriers"",70,"
"2018A00,""2018"",2018,A,""Annual"",258,""French Polynesia"",00,""All ships"",4976,"
"2018A00,""2018"",2018,A,""Annual"",258,""French Polynesia"",01,""Passenger ships"",4232,"
"2018A00,""2018"",2018,A,""Annual"",258,""French Polynesia"",03,""Container ships"",107,"
"2018A00,""2018"",2018,A,""Annual"",258,""French Polynesia"",04,""Dry breakbulk carriers"",637,"
"2018A00,""2018"",2018,A,""Annual"",2611,""HIPCs (Heavily indebted poor countries) (IMF)"",00,""All ships"",23948,"
"2018A00,""2018"",2018,A,""Annual"",2611,""HIPCs (Heavily indebted poor countries) (IMF)"",01,""Passenger ships"",1138,"
"2018A00,""2018"",2018,A,""Annual"",2611,""HIPCs (Heavily indebted poor countries) (IMF)"",02,""Liquid bulk carriers"",3137,"
"2018A00,""2018"",2018,A,""Annual"",2611,""HIPCs (Heavily indebted poor countries) (IMF)"",03,""Container ships"",7771,"
"2018A00,""2018"",2018,A,""Annual"",2611,""HIPCs (Heavily indebted poor countries) (IMF)"",04,""Dry breakbulk carriers"",5608,"
"2018A00,""2018"",2018,A,""Annual"",2611,""HIPCs (Heavily indebted poor countries) (IMF)"",05,""Dry bulk carriers"",4161,"
"2018A00,""2018"",2018,A,""Annual"",2611,""HIPCs (Heavily indebted poor countries) (IMF)"",06,""Roll-on/ roll-off ships"",1821,"
"2018A00,""2018"",2018,A,""Annual"",2611,""HIPCs (Heavily indebted poor countries) (IMF)"",07,""Liquefied petroleum gas carriers"",312,"
"2018A00,""2018"",2018,A,""Annual"",262,""Djibouti"",00,""All ships"",1285,"
"2018A00,""2018"",2018,A,""Annual"",262,""Djibouti"",02,""Liquid bulk carriers"",235,"
"2018A00,""2018"",2018,A,""Annual"",262,""Djibouti"",03,""Container ships"",522,"
"2018A00,""2018"",2018,A,""Annual"",262,""Djibouti"",04,""Dry breakbulk carriers"",171,"
"2018A00,""2018"",2018,A,""Annual"",262,""Djibouti"",05,""Dry bulk carriers"",210,"
"2018A00,""2018"",2018,A,""Annual"",262,""Djibouti"",06,""Roll-on/ roll-off ships"",147,"
"2018A00,""2018"",2018,A,""Annual"",2621,""High-income developing economies"",00,""All ships"",909846,"
