Period,Period Label,Year,Frequency,Frequency Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Median time in port (days) ,Median time in port (days)  Footnote,Average age of vessels,Average age of vessels Footnote,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote
"2020A00,""2020"",2020,A,""Annual"",332,""Haiti"",01,""Passenger ships"",,,17,,148188,,226963,,,,,,,,,"
"2020A00,""2020"",2020,A,""Annual"",332,""Haiti"",02,""Liquid bulk carriers"",1.4399,,9,,22906,,31905,,37440,,51589,,,,,"
"2020A00,""2020"",2020,A,""Annual"",332,""Haiti"",03,""Container ships"",0.808,,15,,15105,,32958,,,,,,1443,,4300,"
"2020A00,""2020"",2020,A,""Annual"",332,""Haiti"",04,""Dry breakbulk carriers"",0.966,,23,,4941,,28239,,6661,,42497,,,,,"
"2020A00,""2020"",2020,A,""Annual"",332,""Haiti"",05,""Dry bulk carriers"",5.8938,,9,,18247,,32987,,28719,,56416,,,,,"
"2020A00,""2020"",2020,A,""Annual"",332,""Haiti"",06,""Roll-on/ roll-off ships"",,,30,,13376,,61854,,5122,,21526,,,,,"
"2020A00,""2020"",2020,A,""Annual"",332,""Haiti"",07,""Liquefied petroleum gas carriers"",0.9271,,12,,5552,,12800,,5999,,17779,,,,,"
"2020A00,""2020"",2020,A,""Annual"",340,""Honduras"",00,""All ships"",0.5035,,14,,27315,,228081,,33867,,74588,,1595,,2750,"
"2020A00,""2020"",2020,A,""Annual"",340,""Honduras"",01,""Passenger ships"",,,11,,114581,,228081,,,,,,,,,"
"2020A00,""2020"",2020,A,""Annual"",340,""Honduras"",02,""Liquid bulk carriers"",1.375,,10,,23327,,42208,,39208,,74588,,,,,"
"2020A00,""2020"",2020,A,""Annual"",340,""Honduras"",03,""Container ships"",0.4076,,16,,18205,,32901,,,,,,1595,,2750,"
"2020A00,""2020"",2020,A,""Annual"",340,""Honduras"",04,""Dry breakbulk carriers"",1.4694,,16,,11186,,29381,,15047,,47053,,,,,"
"2020A00,""2020"",2020,A,""Annual"",340,""Honduras"",05,""Dry bulk carriers"",3.5229,,11,,28041,,45785,,46825,,73609,,,,,"
"2020A00,""2020"",2020,A,""Annual"",340,""Honduras"",06,""Roll-on/ roll-off ships"",,,13,,54169,,72269,,17693,,25353,,,,,"
"2020A00,""2020"",2020,A,""Annual"",340,""Honduras"",07,""Liquefied petroleum gas carriers"",1.2045,,8,,27081,,48772,,30828,,54533,,,,,"
"2020A00,""2020"",2020,A,""Annual"",344,""China, Hong Kong SAR"",00,""All ships"",0.5257,,13,,27127,,232618,,10554,,180200,,3637,,23964,"
"2020A00,""2020"",2020,A,""Annual"",344,""China, Hong Kong SAR"",01,""Passenger ships"",,,35,,25424,,169379,,,,,,,,,"
"2020A00,""2020"",2020,A,""Annual"",344,""China, Hong Kong SAR"",02,""Liquid bulk carriers"",0.5681,,9,,3871,,63484,,6254,,115727,,,,,"
"2020A00,""2020"",2020,A,""Annual"",344,""China, Hong Kong SAR"",03,""Container ships"",0.5208,,13,,38824,,232618,,,,,,3637,,23964,"
"2020A00,""2020"",2020,A,""Annual"",344,""China, Hong Kong SAR"",04,""Dry breakbulk carriers"",0.7132,,14,,8861,,40250,,12380,,72562,,,,,"
"2020A00,""2020"",2020,A,""Annual"",344,""China, Hong Kong SAR"",05,""Dry bulk carriers"",0.4479,,19,,29923,,90396,,50063,,180200,,,,,"
"2020A00,""2020"",2020,A,""Annual"",344,""China, Hong Kong SAR"",06,""Roll-on/ roll-off ships"",,,11,,45154,,76420,,14494,,28092,,,,,"
"2020A00,""2020"",2020,A,""Annual"",344,""China, Hong Kong SAR"",07,""Liquefied petroleum gas carriers"",0.9507,,21,,3441,,13794,,3969,,15068,,,,,"
"2020A00,""2020"",2020,A,""Annual"",352,""Iceland"",00,""All ships"",0.7226,,15,,5395,,36700,,6912,,63948,,1095,,2150,"
"2020A00,""2020"",2020,A,""Annual"",352,""Iceland"",01,""Passenger ships"",,,12,,3347,,35966,,,,,,,,,"
"2020A00,""2020"",2020,A,""Annual"",352,""Iceland"",02,""Liquid bulk carriers"",0.492,,17,,8655,,30302,,12186,,49999,,,,,"
"2020A00,""2020"",2020,A,""Annual"",352,""Iceland"",03,""Container ships"",0.626,,13,,12045,,26500,,,,,,1095,,2150,"
"2020A00,""2020"",2020,A,""Annual"",352,""Iceland"",04,""Dry breakbulk carriers"",0.8622,,21,,3766,,14224,,4848,,23000,,,,,"
"2020A00,""2020"",2020,A,""Annual"",352,""Iceland"",05,""Dry bulk carriers"",4.5681,,17,,16728,,36700,,27108,,63948,,,,,"
"2020A00,""2020"",2020,A,""Annual"",356,""India"",00,""All ships"",1.4243,,14,,29612,,170611,,42211,,323183,,4225,,14500,"
"2020A00,""2020"",2020,A,""Annual"",356,""India"",01,""Passenger ships"",,,16,,16381,,168666,,,,,,,,,"
"2020A00,""2020"",2020,A,""Annual"",356,""India"",02,""Liquid bulk carriers"",1.4514,,14,,32752,,170611,,57720,,323183,,,,,"
"2020A00,""2020"",2020,A,""Annual"",356,""India"",03,""Container ships"",0.9229,,15,,46052,,153666,,,,,,4225,,14500,"
"2020A00,""2020"",2020,A,""Annual"",356,""India"",04,""Dry breakbulk carriers"",0.8899,,14,,4199,,91649,,5980,,101496,,,,,"
"2020A00,""2020"",2020,A,""Annual"",356,""India"",05,""Dry bulk carriers"",2.8385,,12,,32275,,108051,,57753,,209951,,,,,"
"2020A00,""2020"",2020,A,""Annual"",356,""India"",06,""Roll-on/ roll-off ships"",,,13,,43787,,76420,,16338,,30438,,,,,"
"2020A00,""2020"",2020,A,""Annual"",356,""India"",07,""Liquefied petroleum gas carriers"",1.5125,,16,,27714,,57509,,31830,,59138,,,,,"
"2020A00,""2020"",2020,A,""Annual"",356,""India"",08,""Liquefied natural gas carriers"",1.3118,,12,,107191,,141671,,86722,,122079,,,,,"
"2020A00,""2020"",2020,A,""Annual"",360,""Indonesia"",00,""All ships"",1.2222,,20,,7670,,172000,,16098,,300542,,1509,,14855,"
"2020A00,""2020"",2020,A,""Annual"",360,""Indonesia"",01,""Passenger ships"",,,22,,4908,,110239,,,,,,,,,"
"2020A00,""2020"",2020,A,""Annual"",360,""Indonesia"",02,""Liquid bulk carriers"",1.2188,,15,,7924,,157098,,12259,,300542,,,,,"
"2020A00,""2020"",2020,A,""Annual"",360,""Indonesia"",03,""Container ships"",0.9889,,14,,15475,,172000,,,,,,1509,,14855,"
"2020A00,""2020"",2020,A,""Annual"",360,""Indonesia"",04,""Dry breakbulk carriers"",1.1465,,20,,4983,,49854,,6594,,81279,,,,,"
"2020A00,""2020"",2020,A,""Annual"",360,""Indonesia"",05,""Dry bulk carriers"",3.0771,,17,,24896,,108100,,43621,,209951,,,,,"
"2020A00,""2020"",2020,A,""Annual"",360,""Indonesia"",06,""Roll-on/ roll-off ships"",,,33,,8903,,76387,,4146,,22438,,,,,"
"2020A00,""2020"",2020,A,""Annual"",360,""Indonesia"",07,""Liquefied petroleum gas carriers"",1.0938,,19,,9855,,50676,,10914,,58899,,,,,"
"2020A00,""2020"",2020,A,""Annual"",360,""Indonesia"",08,""Liquefied natural gas carriers"",1.4042,,19,,85052,,139049,,67074,,97794,,,,,"
"2020A00,""2020"",2020,A,""Annual"",364,""Iran (Islamic Republic of)"",00,""All ships"",2.3611,,23,,11819,,141514,,19997,,159885,,1977,,14500,"
"2020A00,""2020"",2020,A,""Annual"",364,""Iran (Islamic Republic of)"",01,""Passenger ships"",,,14,,3206,,20805,,,,,,,,,"
"2020A00,""2020"",2020,A,""Annual"",364,""Iran (Islamic Republic of)"",02,""Liquid bulk carriers"",2.1688,,14,,25430,,83616,,42986,,159885,,,,,"
"2020A00,""2020"",2020,A,""Annual"",364,""Iran (Islamic Republic of)"",03,""Container ships"",0.9937,,18,,20377,,141514,,,,,,1977,,14500,"
"2020A00,""2020"",2020,A,""Annual"",364,""Iran (Islamic Republic of)"",04,""Dry breakbulk carriers"",2.5771,,33,,3422,,23401,,4397,,34803,,,,,"
"2020A00,""2020"",2020,A,""Annual"",364,""Iran (Islamic Republic of)"",05,""Dry bulk carriers"",8.0118,,14,,35512,,50725,,64078,,92700,,,,,"
"2020A00,""2020"",2020,A,""Annual"",368,""Iraq"",00,""All ships"",2.3747,,16,,54693,,170611,,107084,,323182,,3636,,14500,"
"2020A00,""2020"",2020,A,""Annual"",368,""Iraq"",02,""Liquid bulk carriers"",2.591,,13,,78160,,170611,,147046,,323182,,,,,"
"2020A00,""2020"",2020,A,""Annual"",368,""Iraq"",03,""Container ships"",1.9063,,15,,40782,,151559,,,,,,3636,,14500,"
"2020A00,""2020"",2020,A,""Annual"",368,""Iraq"",04,""Dry breakbulk carriers"",1.3937,,22,,7487,,91649,,10328,,101496,,,,,"
"2020A00,""2020"",2020,A,""Annual"",368,""Iraq"",05,""Dry bulk carriers"",5.959,,11,,28417,,38453,,48340,,66643,,,,,"
"2020A00,""2020"",2020,A,""Annual"",368,""Iraq"",06,""Roll-on/ roll-off ships"",,,36,,15094,,58107,,8165,,25957,,,,,"
"2020A00,""2020"",2020,A,""Annual"",368,""Iraq"",07,""Liquefied petroleum gas carriers"",3.1073,,6,,7524,,8319,,8241,,9052,,,,,"
"2020A00,""2020"",2020,A,""Annual"",372,""Ireland"",00,""All ships"",1.2299,,16,,21603,,74273,,9887,,116087,,963,,3800,"
"2020A00,""2020"",2020,A,""Annual"",372,""Ireland"",01,""Passenger ships"",,,18,,34841,,51388,,,,,,,,,"
"2020A00,""2020"",2020,A,""Annual"",372,""Ireland"",02,""Liquid bulk carriers"",0.925,,13,,9648,,64309,,15700,,116087,,,,,"
"2020A00,""2020"",2020,A,""Annual"",372,""Ireland"",03,""Container ships"",0.884,,13,,9867,,43628,,,,,,963,,3800,"
"2020A00,""2020"",2020,A,""Annual"",372,""Ireland"",04,""Dry breakbulk carriers"",1.5493,,16,,3620,,39895,,5340,,49442,,,,,"
"2020A00,""2020"",2020,A,""Annual"",372,""Ireland"",05,""Dry bulk carriers"",3.0361,,11,,27342,,51239,,47706,,95707,,,,,"
"2020A00,""2020"",2020,A,""Annual"",372,""Ireland"",06,""Roll-on/ roll-off ships"",,,12,,21379,,74273,,7581,,27687,,,,,"
"2020A00,""2020"",2020,A,""Annual"",372,""Ireland"",07,""Liquefied petroleum gas carriers"",0.9924,,11,,3271,,5036,,3315,,5350,,,,,"
"2020A00,""2020"",2020,A,""Annual"",376,""Israel"",00,""All ships"",1.4882,,19,,20083,,161387,,16875,,320821,,2817,,15226,"
"2020A00,""2020"",2020,A,""Annual"",376,""Israel"",01,""Passenger ships"",,,22,,23095,,149215,,,,,,,,,"
"2020A00,""2020"",2020,A,""Annual"",376,""Israel"",02,""Liquid bulk carriers"",1.5174,,12,,9364,,161387,,15225,,320821,,,,,"
"2020A00,""2020"",2020,A,""Annual"",376,""Israel"",03,""Container ships"",1.0167,,16,,31272,,153744,,,,,,2817,,15226,"
"2020A00,""2020"",2020,A,""Annual"",376,""Israel"",04,""Dry breakbulk carriers"",2.7813,,25,,5320,,45349,,7399,,55449,,,,,"
"2020A00,""2020"",2020,A,""Annual"",376,""Israel"",05,""Dry bulk carriers"",3.4715,,17,,23122,,95086,,40964,,185879,,,,,"
"2020A00,""2020"",2020,A,""Annual"",376,""Israel"",06,""Roll-on/ roll-off ships"",,,27,,30952,,62134,,12775,,22173,,,,,"
"2020A00,""2020"",2020,A,""Annual"",380,""Italy"",00,""All ships"",1.3111,,27,,9472,,232618,,17927,,298563,,3886,,23756,"
"2020A00,""2020"",2020,A,""Annual"",380,""Italy"",01,""Passenger ships"",,,29,,6364,,183900,,,,,,,,,"
"2020A00,""2020"",2020,A,""Annual"",380,""Italy"",02,""Liquid bulk carriers"",1.2833,,17,,15870,,159087,,26815,,298563,,,,,"
"2020A00,""2020"",2020,A,""Annual"",380,""Italy"",03,""Container ships"",0.9208,,16,,42692,,232618,,,,,,3886,,23756,"
"2020A00,""2020"",2020,A,""Annual"",380,""Italy"",04,""Dry breakbulk carriers"",2.0444,,19,,6064,,66870,,8308,,72924,,,,,"
"2020A00,""2020"",2020,A,""Annual"",380,""Italy"",05,""Dry bulk carriers"",3.525,,15,,21689,,94542,,37026,,181403,,,,,"
"2020A00,""2020"",2020,A,""Annual"",380,""Italy"",06,""Roll-on/ roll-off ships"",,,13,,30939,,76420,,12342,,45200,,,,,"
"2020A00,""2020"",2020,A,""Annual"",380,""Italy"",07,""Liquefied petroleum gas carriers"",1.6354,,13,,8644,,25937,,9740,,29565,,,,,"
"2020A00,""2020"",2020,A,""Annual"",384,""Côte d'Ivoire"",00,""All ships"",2.0611,,15,,28263,,72684,,25967,,74033,,3682,,5762,"
"2020A00,""2020"",2020,A,""Annual"",384,""Côte d'Ivoire"",02,""Liquid bulk carriers"",2.1806,,13,,11500,,43188,,17885,,74033,,,,,"
"2020A00,""2020"",2020,A,""Annual"",384,""Côte d'Ivoire"",03,""Container ships"",1.2295,,15,,39460,,69132,,,,,,3682,,5762,"
"2020A00,""2020"",2020,A,""Annual"",384,""Côte d'Ivoire"",04,""Dry breakbulk carriers"",2.7535,,20,,11023,,71543,,12556,,55683,,,,,"
"2020A00,""2020"",2020,A,""Annual"",384,""Côte d'Ivoire"",05,""Dry bulk carriers"",5.109,,11,,26987,,36474,,45896,,63939,,,,,"
"2020A00,""2020"",2020,A,""Annual"",384,""Côte d'Ivoire"",06,""Roll-on/ roll-off ships"",,,11,,58159,,72684,,23941,,32246,,,,,"
"2020A00,""2020"",2020,A,""Annual"",384,""Côte d'Ivoire"",07,""Liquefied petroleum gas carriers"",2.8733,,5,,24047,,25952,,27502,,29590,,,,,"
"2020A00,""2020"",2020,A,""Annual"",388,""Jamaica"",00,""All ships"",0.8951,,14,,25305,,225282,,16811,,76561,,2817,,14414,"
"2020A00,""2020"",2020,A,""Annual"",388,""Jamaica"",01,""Passenger ships"",,,17,,96261,,225282,,,,,,,,,"
"2020A00,""2020"",2020,A,""Annual"",388,""Jamaica"",02,""Liquid bulk carriers"",0.8417,,15,,9992,,42208,,16084,,74574,,,,,"
"2020A00,""2020"",2020,A,""Annual"",388,""Jamaica"",03,""Container ships"",0.8396,,12,,30399,,140872,,,,,,2817,,14414,"
"2020A00,""2020"",2020,A,""Annual"",388,""Jamaica"",04,""Dry breakbulk carriers"",0.9358,,14,,8506,,45100,,11563,,65000,,,,,"
"2020A00,""2020"",2020,A,""Annual"",388,""Jamaica"",05,""Dry bulk carriers"",3.425,,12,,26824,,39973,,46532,,76561,,,,,"
"2020A00,""2020"",2020,A,""Annual"",388,""Jamaica"",06,""Roll-on/ roll-off ships"",,,21,,31620,,76420,,13018,,31143,,,,,"
"2020A00,""2020"",2020,A,""Annual"",388,""Jamaica"",07,""Liquefied petroleum gas carriers"",1.5646,,11,,8175,,46613,,9066,,53488,,,,,"
"2020A00,""2020"",2020,A,""Annual"",392,""Japan"",00,""All ships"",0.3972,,14,,10683,,201989,,14768,,400440,,1620,,18400,"
"2020A00,""2020"",2020,A,""Annual"",392,""Japan"",01,""Passenger ships"",,,15,,4969,,169379,,,,,,,,,"
"2020A00,""2020"",2020,A,""Annual"",392,""Japan"",02,""Liquid bulk carriers"",0.309,,12,,7879,,167578,,13338,,321137,,,,,"
"2020A00,""2020"",2020,A,""Annual"",392,""Japan"",03,""Container ships"",0.3375,,13,,16904,,192237,,,,,,1620,,18400,"
"2020A00,""2020"",2020,A,""Annual"",392,""Japan"",04,""Dry breakbulk carriers"",1.1333,,15,,6595,,51065,,8848,,80500,,,,,"
"2020A00,""2020"",2020,A,""Annual"",392,""Japan"",05,""Dry bulk carriers"",0.8313,,14,,16951,,201989,,29450,,400440,,,,,"
"2020A00,""2020"",2020,A,""Annual"",392,""Japan"",06,""Roll-on/ roll-off ships"",,,11,,17055,,76420,,7416,,43878,,,,,"
"2020A00,""2020"",2020,A,""Annual"",392,""Japan"",07,""Liquefied petroleum gas carriers"",0.3368,,15,,6348,,51035,,6931,,58811,,,,,"
"2020A00,""2020"",2020,A,""Annual"",392,""Japan"",08,""Liquefied natural gas carriers"",1.0125,,13,,75744,,149367,,54834,,122006,,,,,"
"2020A00,""2020"",2020,A,""Annual"",398,""Kazakhstan"",00,""All ships"",1.4882,,23,,4574,,7852,,6565,,13470,,,,,"
"2020A00,""2020"",2020,A,""Annual"",398,""Kazakhstan"",02,""Liquid bulk carriers"",0.8347,,20,,6868,,7852,,11431,,13470,,,,,"
"2020A00,""2020"",2020,A,""Annual"",398,""Kazakhstan"",04,""Dry breakbulk carriers"",2.2188,,25,,3500,,6305,,4286,,8147,,,,,"
"2020A00,""2020"",2020,A,""Annual"",400,""Jordan"",00,""All ships"",1.7528,,15,,36499,,154300,,34580,,157327,,5757,,15128,"
"2020A00,""2020"",2020,A,""Annual"",400,""Jordan"",01,""Passenger ships"",,,24,,9825,,149215,,,,,,,,,"
"2020A00,""2020"",2020,A,""Annual"",400,""Jordan"",02,""Liquid bulk carriers"",1.875,,13,,32860,,83119,,57543,,157327,,,,,"
"2020A00,""2020"",2020,A,""Annual"",400,""Jordan"",03,""Container ships"",1.0514,,15,,64555,,154300,,,,,,5757,,15128,"
"2020A00,""2020"",2020,A,""Annual"",400,""Jordan"",04,""Dry breakbulk carriers"",1.6076,,22,,9657,,34859,,13476,,55449,,,,,"
"2020A00,""2020"",2020,A,""Annual"",400,""Jordan"",05,""Dry bulk carriers"",3.4556,,11,,30654,,51265,,53531,,93250,,,,,"
"2020A00,""2020"",2020,A,""Annual"",400,""Jordan"",06,""Roll-on/ roll-off ships"",,,17,,46385,,76420,,18430,,45200,,,,,"
"2020A00,""2020"",2020,A,""Annual"",400,""Jordan"",07,""Liquefied petroleum gas carriers"",2.4538,,8,,17771,,25952,,20483,,38427,,,,,"
"2020A00,""2020"",2020,A,""Annual"",404,""Kenya"",00,""All ships"",2.6035,,11,,24439,,76420,,26172,,119456,,3200,,5380,"
"2020A00,""2020"",2020,A,""Annual"",404,""Kenya"",02,""Liquid bulk carriers"",3.8458,,13,,31883,,65830,,54746,,119456,,,,,"
"2020A00,""2020"",2020,A,""Annual"",404,""Kenya"",03,""Container ships"",2.6035,,16,,34166,,54675,,,,,,3200,,5380,"
"2020A00,""2020"",2020,A,""Annual"",404,""Kenya"",04,""Dry breakbulk carriers"",1.467,,10,,4934,,37441,,6907,,61022,,,,,"
"2020A00,""2020"",2020,A,""Annual"",404,""Kenya"",05,""Dry bulk carriers"",3.409,,8,,17634,,41074,,30023,,75019,,,,,"
"2020A00,""2020"",2020,A,""Annual"",404,""Kenya"",06,""Roll-on/ roll-off ships"",,,13,,55304,,76420,,24024,,45200,,,,,"
"2020A00,""2020"",2020,A,""Annual"",404,""Kenya"",07,""Liquefied petroleum gas carriers"",2.2517,,14,,20420,,46907,,24176,,58814,,,,,"
"2020A00,""2020"",2020,A,""Annual"",408,""Korea, Dem. People's Rep. of"",00,""All ships"",6.6285,,30,,4297,,10511,,6237,,17324,,,,,"
"2020A00,""2020"",2020,A,""Annual"",408,""Korea, Dem. People's Rep. of"",04,""Dry breakbulk carriers"",6.6285,,30,,4297,,10511,,6237,,17324,,,,,"
"2020A00,""2020"",2020,A,""Annual"",410,""Korea, Republic of"",00,""All ships"",0.8562,,15,,21416,,237200,,23371,,327017,,3056,,23964,"
"2020A00,""2020"",2020,A,""Annual"",410,""Korea, Republic of"",01,""Passenger ships"",,,16,,16964,,169379,,,,,,,,,"
"2020A00,""2020"",2020,A,""Annual"",410,""Korea, Republic of"",02,""Liquid bulk carriers"",0.7931,,12,,15093,,170611,,26232,,322829,,,,,"
"2020A00,""2020"",2020,A,""Annual"",410,""Korea, Republic of"",03,""Container ships"",0.6403,,13,,32781,,237200,,,,,,3056,,23964,"
"2020A00,""2020"",2020,A,""Annual"",410,""Korea, Republic of"",04,""Dry breakbulk carriers"",1.2167,,18,,5303,,91649,,7534,,101496,,,,,"
"2020A00,""2020"",2020,A,""Annual"",410,""Korea, Republic of"",05,""Dry bulk carriers"",2.0257,,14,,29007,,172521,,52277,,327017,,,,,"
"2020A00,""2020"",2020,A,""Annual"",410,""Korea, Republic of"",06,""Roll-on/ roll-off ships"",,,17,,30239,,76420,,12178,,43878,,,,,"
"2020A00,""2020"",2020,A,""Annual"",410,""Korea, Republic of"",07,""Liquefied petroleum gas carriers"",0.851,,17,,7787,,55000,,8513,,60000,,,,,"
"2020A00,""2020"",2020,A,""Annual"",410,""Korea, Republic of"",08,""Liquefied natural gas carriers"",1.0313,,30,,103762,,168189,,81673,,156000,,,,,"
"2020A00,""2020"",2020,A,""Annual"",414,""Kuwait"",00,""All ships"",1.5681,,15,,52084,,170611,,98371,,321300,,1984,,3534,"
"2020A00,""2020"",2020,A,""Annual"",414,""Kuwait"",02,""Liquid bulk carriers"",1.4917,,10,,82049,,170611,,154427,,321300,,,,,"
"2020A00,""2020"",2020,A,""Annual"",414,""Kuwait"",03,""Container ships"",0.8295,,16,,22449,,38332,,,,,,1984,,3534,"
"2020A00,""2020"",2020,A,""Annual"",414,""Kuwait"",04,""Dry breakbulk carriers"",2.3302,,24,,9063,,35240,,12647,,55408,,,,,"
"2020A00,""2020"",2020,A,""Annual"",414,""Kuwait"",05,""Dry bulk carriers"",3.8167,,19,,30466,,62273,,53733,,106677,,,,,"
"2020A00,""2020"",2020,A,""Annual"",414,""Kuwait"",06,""Roll-on/ roll-off ships"",,,12,,59433,,76420,,20564,,44574,,,,,"
"2020A00,""2020"",2020,A,""Annual"",414,""Kuwait"",07,""Liquefied petroleum gas carriers"",1.4854,,11,,45281,,50676,,51880,,58690,,,,,"
"2020A00,""2020"",2020,A,""Annual"",414,""Kuwait"",08,""Liquefied natural gas carriers"",1.892,,10,,117520,,139049,,95514,,122052,,,,,"
"2020A00,""2020"",2020,A,""Annual"",422,""Lebanon"",00,""All ships"",0.8389,,23,,23219,,176546,,15201,,76002,,4139,,16020,"
"2020A00,""2020"",2020,A,""Annual"",422,""Lebanon"",02,""Liquid bulk carriers"",0.8861,,15,,22224,,42880,,35229,,76002,,,,,"
"2020A00,""2020"",2020,A,""Annual"",422,""Lebanon"",03,""Container ships"",0.5181,,15,,46250,,176546,,,,,,4139,,16020,"
"2020A00,""2020"",2020,A,""Annual"",422,""Lebanon"",04,""Dry breakbulk carriers"",2.4194,,34,,4389,,20238,,6180,,32301,,,,,"
"2020A00,""2020"",2020,A,""Annual"",422,""Lebanon"",05,""Dry bulk carriers"",3.2181,,20,,17295,,36362,,28747,,63434,,,,,"
"2020A00,""2020"",2020,A,""Annual"",422,""Lebanon"",06,""Roll-on/ roll-off ships"",,,26,,25241,,76420,,9653,,29152,,,,,"
"2020A00,""2020"",2020,A,""Annual"",422,""Lebanon"",07,""Liquefied petroleum gas carriers"",0.9507,,13,,10498,,16777,,11799,,17739,,,,,"
"2020A00,""2020"",2020,A,""Annual"",428,""Latvia"",00,""All ships"",1.2479,,19,,10536,,84844,,10441,,166164,,1501,,3600,"
"2020A00,""2020"",2020,A,""Annual"",428,""Latvia"",01,""Passenger ships"",,,21,,26058,,58376,,,,,,,,,"
"2020A00,""2020"",2020,A,""Annual"",428,""Latvia"",02,""Liquid bulk carriers"",1.442,,18,,12114,,84844,,19484,,166164,,,,,"
"2020A00,""2020"",2020,A,""Annual"",428,""Latvia"",03,""Container ships"",0.7569,,13,,16511,,37071,,,,,,1501,,3600,"
"2020A00,""2020"",2020,A,""Annual"",428,""Latvia"",04,""Dry breakbulk carriers"",1.2056,,20,,3509,,35240,,4942,,53022,,,,,"
"2020A00,""2020"",2020,A,""Annual"",428,""Latvia"",05,""Dry bulk carriers"",3.0997,,10,,23105,,64769,,39086,,115157,,,,,"
"2020A00,""2020"",2020,A,""Annual"",428,""Latvia"",07,""Liquefied petroleum gas carriers"",0.8236,,20,,7029,,18446,,7834,,18547,,,,,"
"2020A00,""2020"",2020,A,""Annual"",430,""Liberia"",00,""All ships"",2.8285,,17,,22741,,45740,,37460,,74517,,2204,,3650,"
"2020A00,""2020"",2020,A,""Annual"",430,""Liberia"",02,""Liquid bulk carriers"",1.7,,13,,16716,,30028,,26897,,50100,,,,,"
"2020A00,""2020"",2020,A,""Annual"",430,""Liberia"",03,""Container ships"",1.8274,,18,,23729,,40827,,,,,,2204,,3650,"
"2020A00,""2020"",2020,A,""Annual"",430,""Liberia"",04,""Dry breakbulk carriers"",3.7149,,29,,5011,,18567,,6503,,24000,,,,,"
"2020A00,""2020"",2020,A,""Annual"",430,""Liberia"",05,""Dry bulk carriers"",3.558,,12,,31665,,45740,,54309,,74517,,,,,"
"2020A00,""2020"",2020,A,""Annual"",434,""Libya"",00,""All ships"",2.409,,21,,15907,,156336,,24171,,300759,,1061,,2260,"
"2020A00,""2020"",2020,A,""Annual"",434,""Libya"",02,""Liquid bulk carriers"",1.784,,13,,37940,,156336,,66188,,300759,,,,,"
"2020A00,""2020"",2020,A,""Annual"",434,""Libya"",03,""Container ships"",2.316,,18,,11547,,26342,,,,,,1061,,2260,"
"2020A00,""2020"",2020,A,""Annual"",434,""Libya"",04,""Dry breakbulk carriers"",4.8042,,30,,5346,,22863,,7476,,33217,,,,,"
"2020A00,""2020"",2020,A,""Annual"",434,""Libya"",05,""Dry bulk carriers"",11.1944,,24,,16302,,92668,,26953,,180575,,,,,"
"2020A00,""2020"",2020,A,""Annual"",434,""Libya"",06,""Roll-on/ roll-off ships"",,,24,,28887,,68871,,12606,,45200,,,,,"
"2020A00,""2020"",2020,A,""Annual"",434,""Libya"",07,""Liquefied petroleum gas carriers"",1.0458,,12,,9847,,22978,,11016,,26416,,,,,"
"2020A00,""2020"",2020,A,""Annual"",440,""Lithuania"",00,""All ships"",1.2521,,18,,14903,,121982,,17710,,206391,,1591,,5711,"
"2020A00,""2020"",2020,A,""Annual"",440,""Lithuania"",01,""Passenger ships"",,,19,,23350,,36468,,,,,,,,,"
"2020A00,""2020"",2020,A,""Annual"",440,""Lithuania"",02,""Liquid bulk carriers"",1.2378,,16,,21328,,84844,,36895,,166164,,,,,"
"2020A00,""2020"",2020,A,""Annual"",440,""Lithuania"",03,""Container ships"",0.6403,,12,,17378,,65483,,,,,,1591,,5711,"
"2020A00,""2020"",2020,A,""Annual"",440,""Lithuania"",04,""Dry breakbulk carriers"",1.309,,22,,3387,,39258,,4755,,55596,,,,,"
"2020A00,""2020"",2020,A,""Annual"",440,""Lithuania"",05,""Dry bulk carriers"",2.825,,10,,26071,,106385,,44362,,206391,,,,,"
"2020A00,""2020"",2020,A,""Annual"",440,""Lithuania"",06,""Roll-on/ roll-off ships"",,,23,,16556,,57449,,10430,,21523,,,,,"
"2020A00,""2020"",2020,A,""Annual"",440,""Lithuania"",08,""Liquefied natural gas carriers"",0.8729,,10,,38203,,121982,,30076,,95978,,,,,"
"2020A00,""2020"",2020,A,""Annual"",450,""Madagascar"",00,""All ships"",1.7257,,14,,20825,,85619,,22644,,74999,,2039,,2546,"
"2020A00,""2020"",2020,A,""Annual"",450,""Madagascar"",01,""Passenger ships"",,,24,,61633,,85619,,,,,,,,,"
"2020A00,""2020"",2020,A,""Annual"",450,""Madagascar"",02,""Liquid bulk carriers"",2.0625,,8,,11021,,42816,,17665,,74999,,,,,"
"2020A00,""2020"",2020,A,""Annual"",450,""Madagascar"",03,""Container ships"",1.0583,,20,,23911,,31430,,,,,,2039,,2546,"
