iter	RMSE
393	483.8727953
394	483.706083
395	483.5650711
396	483.4998371
397	483.2819599
398	483.128224
399	483.0010618
400	482.7696936
401	482.5551066
402	482.382742
403	482.2229055
404	482.0681399
405	481.7804159
406	481.6419166
407	481.589316
408	481.3903613
409	481.1818791
410	481.0232332
411	480.7895232
412	480.5584065
413	480.3732006
414	480.2275945
415	479.9228894
416	479.7623361
417	479.6979863
418	479.5731936
419	479.2801286
420	479.2737941
421	479.1483069
422	478.8699789
423	478.7662036
424	478.5619458
425	478.4864517
426	478.3250014
427	478.1277062
428	477.8532636
429	477.7883188
430	477.6420093
431	477.3890746
432	477.3052889
433	477.2213322
434	477.1247346
435	477.0704633
436	476.8997342
437	476.6671528
438	476.4236615
439	476.3250126
440	476.1863918
441	476.0500273
442	475.8571403
443	475.8188646
444	475.770258
445	475.7361737
446	475.7080018
447	475.4854179
448	475.4836801
449	475.4628737
450	475.406211
451	475.179793
452	474.9672651
453	474.8423796
454	474.6870105
455	474.5182776
456	474.3419202
457	474.3402288
458	474.1566255
459	473.9784957
460	473.6915599
461	473.5507718
462	473.4291588
463	473.3925527
464	473.2740327
465	473.1772246
466	472.9434353
467	472.8740565
468	472.8307804
469	472.7266507
470	472.6132822
471	472.4675841
472	472.4350363
473	472.249619
474	472.1199491
475	471.9642072
476	471.8554277
477	471.7294204
478	471.5493751
479	471.3930219
480	471.302164
481	471.1137093
482	470.9965563
483	470.9098725
484	470.8539907
485	470.7279865
486	470.6720322
487	470.5261932
488	470.4924917
489	470.3878571
490	470.3109881
491	470.1192295
492	469.9674541
493	469.8639336
494	469.7099681
495	469.5280167
496	469.3208701
497	469.2717725
498	469.178776
499	469.0293503
500	468.9595186
501	468.7524068
502	468.6733018
503	468.5717045
504	468.4533661
505	468.4234571
506	468.3454433
507	468.1965973
508	468.1729589
509	468.0967805
510	467.923664
511	467.7288188
512	467.4973729
513	467.3846573
514	467.3403356
515	467.2000659
516	467.0773101
517	467.035248
518	466.8376194
519	466.7880544
520	466.6444425
521	466.5512625
522	466.4500461
523	466.3169754
524	466.283931
525	466.1307301
526	465.9553517
527	465.8554186
528	465.7942637
529	465.7026393
530	465.6263844
531	465.5409464
532	465.4453976
533	465.4159165
534	465.2246021
535	465.0350984
536	464.9132482
537	464.7395962
538	464.6419052
539	464.5830503
540	464.410678
541	464.3183431
542	464.317009
543	464.2026799
544	464.1841703
545	464.0797568
546	464.0531629
547	463.9636084
548	463.7391146
549	463.5504087
550	463.3552912
551	463.2277103
552	463.1116849
553	462.8952778
554	462.7348685
555	462.7091698
556	462.53648
557	462.4390821
558	462.3037021
559	462.1599766
560	462.0663935
561	462.0251574
562	461.8050285
563	461.6660311
564	461.4899472
565	461.3760475
566	461.2699021
567	461.0886236
568	460.9528604
569	460.8703883
570	460.8324357
571	460.7087274
572	460.5948821
573	460.5020298
574	460.3562695
575	460.3353279
576	460.269955
577	460.193809
578	460.1709332
579	460.1432888
580	460.0221252
581	459.8745854
582	459.7689206
583	459.7507714
584	459.7024042
585	459.5468112
586	459.4588501
587	459.2944095
588	459.2164643
589	459.1931334
590	459.003154
591	458.9004734
592	458.8350282
593	458.8053792
594	458.7460964
595	458.636585
596	458.5837031
597	458.5380703
598	458.5276698
599	458.5079048
600	458.475147
601	458.3717973
602	458.3056755
603	458.2958887
604	458.2743164
605	458.2465125
606	458.179283
607	458.1096976
608	458.0124834
609	457.961638
610	457.8038178
611	457.6934018
612	457.6369954
613	457.6127679
614	457.5484035
615	457.4692981
616	457.2673337
617	457.1567582
618	457.0581045
619	456.8640074
620	456.7308909
621	456.5936721
622	456.5312824
623	456.4514349
624	456.3190735
625	456.2384615
626	456.0221647
627	455.85495
628	455.7024738
629	455.6375517
630	455.5055111
631	455.4730219
632	455.3878187
633	455.2823086
634	455.1534939
635	454.9622979
636	454.9279412
637	454.8543066
638	454.7938969
639	454.6454077
640	454.4657763
641	454.4012505
642	454.2602112
643	454.1316837
644	454.1048494
645	453.9337811
646	453.7758818
647	453.6581534
648	453.5353488
649	453.4899463
650	453.2564295
651	453.1853959
652	453.0965065
653	452.9208974
654	452.8462021
655	452.8296445
656	452.7910985
657	452.6872893
658	452.6674755
659	452.6346378
660	452.5617979
661	452.4818721
662	452.3369179
663	452.2858181
664	452.1707937
665	452.0196147
666	451.9189418
667	451.8153054
668	451.7994778
669	451.783214
670	451.7168142
671	451.654472
672	451.6511792
673	451.4764587
674	451.4509842
675	451.3834523
676	451.3284477
677	451.1642334
678	451.0762575
679	450.988197
680	450.8209282
681	450.6764385
682	450.5899354
683	450.5093829
684	450.3984365
685	450.2636831
686	450.0523937
687	449.9310408
688	449.9032731
689	449.8856291
690	449.8119351
691	449.679014
692	449.6309236
693	449.5453901
694	449.4768595
695	449.3491143
696	449.2339713
697	449.1452399
698	449.0260191
699	448.9681368
700	448.8608983
701	448.739312
702	448.7116354
703	448.5874776
704	448.5522818
705	448.4894013
706	448.4351396
707	448.3989385
708	448.2771677
709	448.2609796
710	448.2281327
711	448.0989475
712	448.0465647
713	448.0233549
714	447.9934248
715	447.9659339
716	447.9095942
717	447.8224727
718	447.7720857
719	447.678591
720	447.5647421
721	447.5041936
722	447.4739656
723	447.445981
724	447.3300209
725	447.2152227
726	447.1112046
727	447.0835716
728	447.0678095
729	446.9996572
730	446.9289354
731	446.7689874
732	446.6611403
733	446.5791509
734	446.5276818
735	446.3858779
736	446.3086823
737	446.2930794
738	446.2787402
739	446.2637855
740	446.1328157
741	446.109451
742	446.0665414
743	445.9401524
744	445.8432539
745	445.7876097
746	445.6625114
747	445.5586901
748	445.5239642
749	445.4650885
750	445.3455973
751	445.2943381
752	445.25188
753	445.1772999
754	445.1254101
755	445.0603698
756	444.9790403
757	444.9614487
758	444.901645
759	444.7997275
760	444.7038234
761	444.6835481
762	444.6723962
763	444.5195965
764	444.4515345
765	444.3437217
766	444.2745247
767	444.1834465
768	444.1017945
769	444.0077693
770	443.9690617
771	443.9351589
772	443.8263402
773	443.8254937
774	443.8218543
775	443.7048538
776	443.6625188
777	443.5289393
778	443.3677454
779	443.2242282
780	443.1281013
781	443.0369816
782	443.0334885
783	443.0058508
784	442.9917401
785	442.948526
786	442.9417604
787	442.8855962
788	442.8743637
789	442.7345382
790	442.7147059
791	442.5969622
792	442.4805617
793	442.4702898
794	442.4606747
795	442.4107291
796	442.3047136
797	442.2429963
798	442.2105136
799	442.1955978
800	442.1108533
801	442.0817222
802	442.0076566
803	441.9796228
804	441.8935817
805	441.868948
806	441.8421857
807	441.8165104
808	441.8035019
809	441.8026959
810	441.734267
811	441.6885508
812	441.6561917
813	441.5963163
814	441.5575371
815	441.4913445
816	441.42556
817	441.3057539
818	441.1994694
819	441.1117298
820	441.0853209
821	440.9703835
822	440.8686229
823	440.8241286
824	440.7494194
825	440.7308712
826	440.69046
827	440.6615943
828	440.5767064
829	440.5059732
830	440.4082821
831	440.3996038
832	440.3924042
833	440.3534575
834	440.2720582
835	440.2634184
836	440.1842097
837	440.1539196
838	440.1212916
839	440.0811309
840	440.033919
841	439.8778633
842	439.7888524
843	439.6126574
844	439.6011611
845	439.5528938
846	439.545491
847	439.4002802
848	439.3639742
849	439.2773058
850	439.1780843
851	439.0923635
852	439.0149408
853	438.8716221
854	438.8232973
855	438.7187434
856	438.7179444
857	438.6473812
858	438.5687214
859	438.4797073
860	438.3662806
861	438.2295991
862	438.1225007
863	438.0123229
864	437.8658828
865	437.8651195
866	437.7897534
867	437.7046046
868	437.6267947
869	437.5933526
870	437.5459573
871	437.4985123
872	437.4359448
873	437.3759939
874	437.3428701
875	437.3086098
876	437.2942825
877	437.2233221
878	437.0990673
879	436.9528195
880	436.9221854
881	436.8870497
882	436.8422879
883	436.753767
884	436.5950753
885	436.4645741
886	436.3476361
887	436.267493
888	436.1820083
889	436.0535006
890	435.9384558
891	435.8476994
892	435.7637544
893	435.6494477
894	435.5988516
895	435.5327567
896	435.5037854
897	435.4938443
898	435.4148673
899	435.3481785
900	435.3475319
901	435.3225768
902	435.3049016
903	435.235324
904	435.2284283
905	435.1269826
906	435.0914706
907	435.0655065
908	435.0292106
909	435.0093561
910	434.9726328
911	434.9484178
912	434.9282698
913	434.8646189
914	434.752203
915	434.6983582
916	434.6037231
917	434.5757632
918	434.5011111
919	434.4095417
920	434.3332967
921	434.3151429
922	434.2311743
923	434.2096014
924	434.1355496
925	434.1249036
926	434.106155
927	434.086643
928	434.0434519
929	433.9880779
930	433.8437201
931	433.7552186
932	433.6482365
933	433.5823815
934	433.5018941
935	433.4026151
936	433.366963
937	433.2984675
938	433.2472652
939	433.2304217
940	433.2133611
941	433.1529773
942	433.1218498
943	433.0605758
944	433.0598538
945	433.0402466
946	433.0028833
947	432.9533467
948	432.9526976
949	432.9520901
950	432.9261316
951	432.8211917
952	432.6952564
953	432.6846523
954	432.6266312
955	432.5781631
956	432.4675724
957	432.4177921
958	432.3062564
959	432.2768845
960	432.276398
961	432.266817
962	432.2531235
963	432.1800325
964	432.1748075
965	432.0346229
966	431.9758535
967	431.8293548
968	431.7034191
969	431.6342072
970	431.5599349
971	431.5440077
972	431.5412516
973	431.48184
974	431.3830307
975	431.3293701
976	431.2694381
977	431.2234398
978	431.1866758
979	431.0635042
980	430.9977807
981	430.9923843
982	430.9791162
983	430.8881104
984	430.8876977
985	430.852227
986	430.8138839
987	430.7716229
988	430.7257802
989	430.6441026
990	430.6436496
991	430.6398659
992	430.5625945
993	430.450226
994	430.400503
995	430.3293515
996	430.3061569
997	430.2561855
998	430.2268687
999	430.1403169
